"date","countryIsoCode","userGender","sessions","sessionDuration","pageviews","bounces","transactions","itemQuantity","transactionRevenue","id"
"2015-10-31","GB","female","14","1107.0","26","7","0","0","0.0","1335"
"2015-10-31","GB","male","12","1244.0","34","7","0","0","0.0","1336"
"2015-10-31","US","female","169","27830.0","739","57","2","6","88.61","1337"
"2015-10-31","US","male","185","25497.0","770","70","0","0","0.0","1338"
"2015-11-01","CA","female","21","2726.0","92","6","0","0","0.0","1346"
"2015-11-01","CA","male","15","2884.0","70","4","0","0","0.0","1347"
"2015-11-01","GB","female","14","1755.0","74","7","0","0","0.0","1348"
"2015-11-01","GB","male","10","196.0","18","5","0","0","0.0","1349"
"2015-11-01","IT","male","11","321.0","18","6","0","0","0.0","1350"
"2015-11-01","US","female","179","23795.0","845","71","0","0","0.0","1351"
"2015-11-01","US","male","169","19338.0","667","71","0","0","0.0","1352"
"2015-11-02","BE","female","11","259.0","21","5","0","0","0.0","1363"
"2015-11-02","CA","female","41","5467.0","154","10","0","0","0.0","1364"
"2015-11-02","CA","male","29","6101.0","150","5","0","0","0.0","1365"
"2015-11-02","CN","female","13","2244.0","29","6","0","0","0.0","1366"
"2015-11-02","GB","female","26","2893.0","62","14","0","0","0.0","1367"
"2015-11-02","GB","male","32","1699.0","103","16","0","0","0.0","1368"
"2015-11-02","IT","female","11","1859.0","40","4","0","0","0.0","1369"
"2015-11-02","IT","male","14","1191.0","68","6","0","0","0.0","1370"
"2015-11-02","US","female","375","60804.0","1772","97","1","1","55.53","1371"
"2015-11-02","US","male","373","64073.0","1950","111","5","11","558.89","1372"
"2016-03-01","US","male","364","49032.0","1453","135","2","2","1104.65","3298"
"2016-07-20","IT","male","17","415.0","37","9","0","0","0.0","5696"
"2016-07-20","US","female","296","42799.0","1233","91","1","2","232.0","5697"
"2015-11-03","CA","female","42","4107.0","154","14","0","0","0.0","1382"
"2015-11-03","CA","male","35","15702.0","179","7","0","0","0.0","1383"
"2015-11-03","GB","female","23","4976.0","39","14","0","0","0.0","1384"
"2015-11-03","GB","male","30","4179.0","163","15","0","0","0.0","1385"
"2015-11-03","IT","female","18","2116.0","30","7","0","0","0.0","1386"
"2015-11-03","IT","male","22","2081.0","60","15","0","0","0.0","1387"
"2015-11-03","NL","female","11","515.0","29","5","0","0","0.0","1388"
"2015-11-03","US","female","441","89357.0","2200","122","5","34","829.99","1389"
"2015-11-03","US","male","439","89013.0","2208","144","4","6","4724.57","1390"
"2016-05-02","CA","female","23","5429.0","154","7","0","0","0.0","4485"
"2016-05-02","CA","male","14","317.0","29","8","0","0","0.0","4486"
"2016-05-02","DE","female","14","171.0","22","9","0","0","0.0","4487"
"2016-05-02","GB","male","14","583.0","20","9","0","0","0.0","4488"
"2016-05-02","IT","female","19","5053.0","70","9","0","0","0.0","4489"
"2015-12-21","CA","female","10","770.0","26","4","0","0","0.0","2180"
"2015-12-21","CA","male","20","589.0","54","10","0","0","0.0","2181"
"2015-12-21","FR","male","16","765.0","38","10","0","0","0.0","2182"
"2015-12-21","GB","female","14","3767.0","25","7","0","0","0.0","2183"
"2015-11-04","CA","female","36","9387.0","173","13","0","0","0.0","1400"
"2015-11-04","CA","male","44","11174.0","172","14","0","0","0.0","1401"
"2015-11-04","FR","female","12","1804.0","44","5","0","0","0.0","1402"
"2015-11-04","GB","female","27","3639.0","52","18","0","0","0.0","1403"
"2015-11-04","GB","male","30","1808.0","60","18","0","0","0.0","1404"
"2015-11-04","IT","female","17","808.0","46","7","0","0","0.0","1405"
"2015-11-04","IT","male","14","606.0","36","6","0","0","0.0","1406"
"2015-11-04","US","female","416","95663.0","2126","117","5","63","3551.7","1407"
"2015-11-04","US","male","395","80658.0","2117","117","6","21","2687.47","1408"
"2015-12-21","GB","male","11","175.0","18","6","0","0","0.0","2184"
"2015-12-21","IT","female","16","2739.0","40","8","0","0","0.0","2185"
"2015-12-21","IT","male","12","3100.0","57","1","0","0","0.0","2186"
"2015-12-21","US","female","356","76876.0","1567","130","6","59","7965.1","2187"
"2015-12-21","US","male","375","67210.0","1606","156","3","6","1160.17","2188"
"2016-05-02","IT","male","24","2068.0","52","12","0","0","0.0","4490"
"2016-05-02","US","female","364","78479.0","1787","111","3","6","1718.34","4491"
"2016-05-02","US","male","341","68739.0","1644","119","5","11","938.09","4492"
"2016-03-02","BE","female","11","670.0","27","5","0","0","0.0","3309"
"2015-11-05","CA","female","37","8434.0","177","8","0","0","0.0","1418"
"2015-11-05","CA","male","17","2764.0","51","8","0","0","0.0","1419"
"2015-11-05","ES","female","12","652.0","24","7","0","0","0.0","1420"
"2015-11-05","GB","female","22","4162.0","53","10","0","0","0.0","1421"
"2015-11-05","GB","male","14","421.0","23","8","0","0","0.0","1422"
"2015-11-05","IT","female","15","2430.0","77","7","0","0","0.0","1423"
"2015-11-05","IT","male","15","4729.0","70","7","0","0","0.0","1424"
"2015-11-05","US","female","389","82377.0","1775","115","6","10","4123.55","1425"
"2015-11-05","US","male","317","51876.0","1455","94","6","72","1989.82","1426"
"2015-12-22","CA","female","11","2054.0","21","5","0","0","0.0","2197"
"2015-12-22","CA","male","16","4394.0","64","6","0","0","0.0","2198"
"2015-12-22","FR","male","12","710.0","23","8","0","0","0.0","2199"
"2015-12-22","GB","male","13","436.0","27","7","0","0","0.0","2200"
"2015-11-06","CA","female","20","4541.0","94","7","0","0","0.0","1435"
"2015-11-06","CA","male","29","3452.0","114","5","0","0","0.0","1436"
"2015-11-06","GB","female","14","1219.0","49","7","0","0","0.0","1437"
"2015-11-06","GB","male","18","6506.0","35","11","0","0","0.0","1438"
"2015-11-06","IT","female","15","920.0","48","7","0","0","0.0","1439"
"2015-11-06","IT","male","21","2701.0","80","10","0","0","0.0","1440"
"2015-11-06","US","female","340","54679.0","1481","109","1","10","229.43","1441"
"2015-11-06","US","male","298","40232.0","1204","105","2","2","359.4","1442"
"2015-12-22","IT","female","12","1577.0","32","8","0","0","0.0","2201"
"2015-12-22","IT","male","11","380.0","23","6","0","0","0.0","2202"
"2015-12-22","US","female","365","68005.0","1386","135","1","1","28.25","2203"
"2015-12-22","US","male","362","62318.0","1513","140","0","0","0.0","2204"
"2015-11-07","CA","male","24","2246.0","60","12","0","0","0.0","1448"
"2015-11-07","GB","male","13","644.0","38","8","0","0","0.0","1449"
"2015-11-07","IT","female","15","2205.0","50","9","0","0","0.0","1450"
"2015-11-07","US","female","219","30321.0","988","68","1","5","39.95","1451"
"2015-11-07","US","male","203","35910.0","876","85","3","8","3482.97","1452"
"2015-11-08","CA","male","20","4016.0","76","10","0","0","0.0","1461"
"2015-11-08","DE","female","10","571.0","27","4","0","0","0.0","1462"
"2015-11-08","GB","female","14","647.0","46","4","0","0","0.0","1463"
"2015-11-08","GB","male","20","4347.0","61","9","0","0","0.0","1464"
"2015-11-08","IT","female","20","1616.0","45","8","0","0","0.0","1465"
"2015-11-08","NL","female","11","244.0","17","7","0","0","0.0","1466"
"2015-11-08","US","female","218","44034.0","1113","86","2","5","371.9","1467"
"2015-11-08","US","male","175","21812.0","719","81","1","10","819.9","1468"
"2015-11-09","CA","female","41","4243.0","158","14","0","0","0.0","1479"
"2015-11-09","CA","male","28","2502.0","103","9","0","0","0.0","1480"
"2015-11-09","DE","male","15","1905.0","49","3","0","0","0.0","1481"
"2015-11-09","GB","female","21","936.0","37","14","0","0","0.0","1482"
"2015-11-09","GB","male","31","1027.0","80","19","0","0","0.0","1483"
"2015-11-09","IT","female","25","5070.0","93","14","0","0","0.0","1484"
"2015-11-09","IT","male","12","334.0","20","9","0","0","0.0","1485"
"2015-11-09","NO","female","12","643.0","52","7","0","0","0.0","1486"
"2015-11-09","US","female","389","76376.0","1991","118","5","16","5480.66","1487"
"2015-11-09","US","male","374","68983.0","1772","127","6","15","1549.34","1488"
"2015-11-10","CA","female","37","8093.0","142","8","0","0","0.0","1500"
"2015-11-10","CA","male","21","5391.0","89","8","0","0","0.0","1501"
"2015-11-10","DE","female","13","823.0","37","6","0","0","0.0","1502"
"2015-11-10","GB","female","19","2595.0","55","8","0","0","0.0","1503"
"2015-11-10","GB","male","32","2537.0","80","14","0","0","0.0","1504"
"2015-11-10","IT","female","28","3168.0","71","17","0","0","0.0","1505"
"2015-11-10","IT","male","16","1000.0","43","5","0","0","0.0","1506"
"2015-11-10","MX","female","12","2198.0","50","6","0","0","0.0","1507"
"2015-11-10","SE","female","12","1369.0","45","6","0","0","0.0","1508"
"2015-11-10","US","female","410","78745.0","1963","118","1","3","4346.66","1509"
"2015-11-10","US","male","426","72042.0","1918","133","1","4","1020.0","1510"
"2016-03-02","CA","female","37","7337.0","121","18","0","0","0.0","3310"
"2015-11-11","CA","female","22","4687.0","80","5","0","0","0.0","1520"
"2015-11-11","CA","male","17","2978.0","114","5","0","0","0.0","1521"
"2015-11-11","ES","female","11","434.0","18","7","0","0","0.0","1522"
"2015-11-11","GB","female","16","202.0","27","10","0","0","0.0","1523"
"2015-11-11","GB","male","21","3762.0","76","6","0","0","0.0","1524"
"2015-11-11","IT","female","15","947.0","49","7","0","0","0.0","1525"
"2015-11-11","IT","male","17","678.0","30","9","0","0","0.0","1526"
"2015-11-11","US","female","407","92870.0","2066","123","2","2","806.68","1527"
"2015-11-11","US","male","420","70230.0","1801","140","5","23","6624.97","1528"
"2016-03-02","CA","male","28","6152.0","130","11","0","0","0.0","3311"
"2016-03-02","ES","female","13","284.0","27","9","0","0","0.0","3312"
"2016-03-02","GB","female","20","3613.0","61","9","0","0","0.0","3313"
"2015-12-23","CA","female","19","3927.0","109","4","0","0","0.0","2214"
"2015-12-23","CA","male","14","2842.0","37","8","0","0","0.0","2215"
"2015-12-23","FR","female","11","603.0","22","6","0","0","0.0","2216"
"2015-12-23","FR","male","14","238.0","19","11","0","0","0.0","2217"
"2015-12-23","GB","male","10","684.0","27","4","0","0","0.0","2218"
"2015-11-12","CA","female","31","4996.0","101","14","0","0","0.0","1537"
"2015-11-12","CA","male","24","4683.0","112","9","0","0","0.0","1538"
"2015-11-12","GB","female","22","1039.0","58","16","0","0","0.0","1539"
"2015-11-12","GB","male","20","656.0","52","10","0","0","0.0","1540"
"2015-11-12","IT","female","29","4683.0","117","10","0","0","0.0","1541"
"2015-11-12","IT","male","24","2270.0","131","14","0","0","0.0","1542"
"2015-11-12","US","female","374","68438.0","1682","106","2","6","2301.19","1543"
"2015-11-12","US","male","409","62286.0","1776","126","2","5","2046.84","1544"
"2015-12-23","IT","female","12","1069.0","36","7","0","0","0.0","2219"
"2015-12-23","IT","male","14","1290.0","57","11","0","0","0.0","2220"
"2015-12-23","US","female","326","60239.0","1278","133","4","11","5266.4","2221"
"2015-12-23","US","male","303","61105.0","1254","138","4","9","868.31","2222"
"2015-11-13","CA","female","29","3858.0","86","8","0","0","0.0","1554"
"2015-11-13","CA","male","23","7652.0","190","8","0","0","0.0","1555"
"2015-11-13","FR","female","14","1052.0","34","4","0","0","0.0","1556"
"2015-11-13","GB","female","15","529.0","41","8","0","0","0.0","1557"
"2015-11-13","GB","male","18","919.0","31","13","0","0","0.0","1558"
"2015-11-13","IT","female","22","1052.0","35","16","0","0","0.0","1559"
"2015-11-13","IT","male","20","4269.0","99","7","0","0","0.0","1560"
"2015-11-13","US","female","315","61469.0","1474","101","3","8","496.85","1561"
"2015-11-13","US","male","346","52033.0","1378","110","2","5","1233.93","1562"
"2015-11-14","CA","female","24","9546.0","126","5","0","0","0.0","1570"
"2015-11-14","CA","male","18","2734.0","44","7","0","0","0.0","1571"
"2015-11-14","GB","male","12","1266.0","60","6","0","0","0.0","1572"
"2015-11-14","IT","female","12","252.0","20","7","0","0","0.0","1573"
"2015-11-14","IT","male","12","459.0","18","8","0","0","0.0","1574"
"2015-11-14","US","female","169","33452.0","890","61","1","1","154.6","1575"
"2015-11-14","US","male","206","41395.0","961","63","1","1","70.69","1576"
"2015-11-15","CA","male","16","3979.0","87","6","0","0","0.0","1582"
"2015-11-15","GB","female","12","2688.0","18","8","0","0","0.0","1583"
"2015-11-15","GB","male","28","2898.0","76","15","0","0","0.0","1584"
"2015-11-15","US","female","158","21495.0","706","51","3","6","2735.29","1585"
"2015-11-15","US","male","179","27683.0","723","69","1","2","23.93","1586"
"2015-11-16","AU","female","15","762.0","37","6","0","0","0.0","1596"
"2015-11-16","CA","female","28","4317.0","114","7","0","0","0.0","1597"
"2015-11-16","CA","male","20","3140.0","101","5","0","0","0.0","1598"
"2015-11-16","GB","female","29","4606.0","108","11","0","0","0.0","1599"
"2015-11-16","GB","male","25","5989.0","117","9","0","0","0.0","1600"
"2015-11-16","IT","female","13","3291.0","76","6","0","0","0.0","1601"
"2015-11-16","IT","male","14","2195.0","45","10","0","0","0.0","1602"
"2015-11-16","US","female","366","77810.0","1999","112","2","3","276.13","1603"
"2015-11-16","US","male","398","84348.0","2014","116","7","11","2139.22","1604"
"2015-11-17","CA","female","26","5409.0","86","4","0","0","0.0","1614"
"2015-11-17","CA","male","19","1289.0","76","7","0","0","0.0","1615"
"2015-11-17","DE","female","10","169.0","23","7","0","0","0.0","1616"
"2015-11-17","ES","female","10","234.0","21","6","0","0","0.0","1617"
"2015-11-17","GB","female","22","676.0","62","11","0","0","0.0","1618"
"2015-11-17","GB","male","19","1780.0","60","12","0","0","0.0","1619"
"2015-11-17","IT","male","18","380.0","27","13","0","0","0.0","1620"
"2015-11-17","US","female","378","82966.0","1816","111","2","2","1106.01","1621"
"2015-11-17","US","male","372","67335.0","1555","133","2","7","3052.23","1622"
"2015-11-18","CA","female","31","14196.0","139","7","0","0","0.0","1632"
"2015-11-18","CA","male","32","5060.0","154","15","0","0","0.0","1633"
"2015-11-18","FR","female","11","2003.0","76","5","0","0","0.0","1634"
"2015-11-18","GB","female","22","485.0","41","15","0","0","0.0","1635"
"2015-11-18","GB","male","20","1947.0","47","8","0","0","0.0","1636"
"2015-11-18","IT","female","16","1526.0","67","4","0","0","0.0","1637"
"2015-11-18","IT","male","13","2471.0","37","8","0","0","0.0","1638"
"2015-11-18","US","female","394","84697.0","1860","113","6","21","4270.27","1639"
"2015-11-18","US","male","383","57949.0","1633","129","2","6","389.24","1640"
"2015-11-19","CA","female","35","3677.0","118","11","0","0","0.0","1652"
"2015-11-19","CA","male","24","7386.0","171","6","0","0","0.0","1653"
"2015-11-19","DE","male","13","1235.0","15","10","0","0","0.0","1654"
"2015-11-19","DK","female","11","12.0","12","10","0","0","0.0","1655"
"2015-11-19","ES","female","10","740.0","24","6","0","0","0.0","1656"
"2015-11-19","GB","female","12","441.0","27","8","0","0","0.0","1657"
"2015-11-19","GB","male","29","769.0","51","19","0","0","0.0","1658"
"2015-11-19","IT","female","31","4806.0","87","13","0","0","0.0","1659"
"2015-11-19","IT","male","19","838.0","41","11","0","0","0.0","1660"
"2015-11-19","US","female","448","98632.0","1912","144","3","4","837.88","1661"
"2015-11-19","US","male","458","84513.0","2058","146","3","18","6216.55","1662"
"2015-11-20","CA","female","34","6357.0","142","9","0","0","0.0","1671"
"2015-11-20","CA","male","26","6607.0","123","9","0","0","0.0","1672"
"2015-11-20","GB","female","23","2465.0","81","13","0","0","0.0","1673"
"2015-11-20","GB","male","21","1786.0","46","12","0","0","0.0","1674"
"2015-11-20","IT","female","31","1081.0","92","14","0","0","0.0","1675"
"2015-11-20","IT","male","17","1980.0","36","8","0","0","0.0","1676"
"2015-11-20","US","female","387","71448.0","1649","102","2","4","511.6","1677"
"2015-11-20","US","male","352","64764.0","1478","120","3","7","598.95","1678"
"2016-03-02","GB","male","22","3419.0","36","12","0","0","0.0","3314"
"2015-11-21","CA","female","17","8994.0","120","6","0","0","0.0","1685"
"2015-11-21","CA","male","14","1903.0","64","3","0","0","0.0","1686"
"2015-11-21","GB","female","10","121.0","16","6","0","0","0.0","1687"
"2015-11-21","GB","male","16","542.0","25","9","0","0","0.0","1688"
"2015-11-21","US","female","196","30217.0","811","73","3","10","3398.05","1689"
"2015-11-21","US","male","227","44940.0","1131","72","1","2","558.96","1690"
"2016-03-02","IT","female","18","2421.0","69","6","0","0","0.0","3315"
"2015-12-24","US","female","138","17280.0","414","80","2","2","2698.0","2225"
"2015-12-24","US","male","132","17409.0","485","68","0","0","0.0","2226"
"2016-03-02","IT","male","18","2065.0","70","6","0","0","0.0","3316"
"2016-03-02","US","female","1037","140257.0","3450","541","6","11","1881.15","3317"
"2015-11-22","GB","female","12","637.0","15","10","0","0","0.0","1696"
"2015-11-22","GB","male","16","4542.0","69","8","0","0","0.0","1697"
"2015-11-22","NO","female","12","263.0","47","6","0","0","0.0","1698"
"2015-11-22","US","female","180","25880.0","764","70","0","0","0.0","1699"
"2015-11-22","US","male","196","26120.0","869","80","1","8","2130.0","1700"
"2015-12-25","US","female","120","14358.0","401","59","0","0","0.0","2229"
"2015-12-25","US","male","126","17592.0","518","67","0","0","0.0","2230"
"2016-03-02","US","male","700","97987.0","2597","314","3","6","2556.37","3318"
"2015-12-26","US","female","143","29544.0","592","62","3","4","1874.58","2233"
"2015-12-26","US","male","152","17764.0","589","72","0","0","0.0","2234"
"2015-12-27","GB","female","14","170.0","21","10","0","0","0.0","2238"
"2015-12-27","US","female","166","18505.0","558","91","1","2","38.92","2239"
"2015-11-23","CA","female","24","2897.0","66","9","0","0","0.0","1712"
"2015-11-23","CA","male","16","6238.0","127","1","0","0","0.0","1713"
"2015-11-23","FR","male","10","330.0","22","7","0","0","0.0","1714"
"2015-11-23","GB","female","16","1259.0","44","10","0","0","0.0","1715"
"2015-11-23","GB","male","21","2161.0","64","9","0","0","0.0","1716"
"2015-11-23","IN","male","14","3153.0","37","5","0","0","0.0","1717"
"2015-11-23","IT","female","20","2357.0","150","8","0","0","0.0","1718"
"2015-11-23","IT","male","22","3821.0","95","11","0","0","0.0","1719"
"2015-11-23","NO","male","11","958.0","18","6","0","0","0.0","1720"
"2015-11-23","US","female","435","96233.0","2036","127","6","9","3869.09","1721"
"2015-11-23","US","male","363","75787.0","1754","131","8","14","2633.74","1722"
"2015-12-27","US","male","161","24022.0","628","73","0","0","0.0","2240"
"2015-12-28","DE","male","10","1939.0","21","3","0","0","0.0","2245"
"2015-12-28","IT","male","20","1028.0","52","12","0","0","0.0","2246"
"2015-12-28","US","female","276","68576.0","1327","98","1","1","244.69","2247"
"2015-12-28","US","male","262","47915.0","1051","98","0","0","0.0","2248"
"2015-11-24","AU","female","12","287.0","21","8","0","0","0.0","1734"
"2015-11-24","CA","female","31","4827.0","172","8","0","0","0.0","1735"
"2015-11-24","CA","male","23","4405.0","114","5","0","0","0.0","1736"
"2015-11-24","FR","female","12","107.0","19","9","0","0","0.0","1737"
"2015-11-24","GB","female","14","2768.0","49","4","0","0","0.0","1738"
"2015-11-24","GB","male","22","2153.0","73","10","0","0","0.0","1739"
"2015-11-24","IT","female","21","1379.0","60","13","0","0","0.0","1740"
"2015-11-24","IT","male","19","6290.0","122","10","0","0","0.0","1741"
"2015-11-24","NL","female","10","159.0","17","8","0","0","0.0","1742"
"2015-11-24","US","female","357","60636.0","1766","106","3","5","179.7","1743"
"2015-11-24","US","male","339","96264.0","1846","112","2","6","98.26","1744"
"2015-12-29","BR","female","11","419.0","16","9","0","0","0.0","2257"
"2015-12-29","BR","male","14","1182.0","28","7","0","0","0.0","2258"
"2015-11-25","CA","female","29","2507.0","113","8","0","0","0.0","1753"
"2015-11-25","CA","male","13","2801.0","57","5","0","0","0.0","1754"
"2015-11-25","GB","female","24","1877.0","72","10","0","0","0.0","1755"
"2015-11-25","GB","male","13","2994.0","178","5","0","0","0.0","1756"
"2015-11-25","IT","female","19","2618.0","121","8","0","0","0.0","1757"
"2015-11-25","IT","male","28","2590.0","44","16","0","0","0.0","1758"
"2015-11-25","US","female","294","59320.0","1362","91","3","4","3034.23","1759"
"2015-11-25","US","male","298","49240.0","1367","107","2","8","188.95","1760"
"2015-12-29","CA","female","18","3143.0","106","6","0","0","0.0","2259"
"2015-12-29","CA","male","13","1840.0","57","6","0","0","0.0","2260"
"2015-12-29","IT","female","14","466.0","27","8","0","0","0.0","2261"
"2015-12-29","IT","male","14","127.0","34","12","0","0","0.0","2262"
"2015-12-29","US","female","265","36644.0","901","105","5","18","5364.19","2263"
"2015-12-29","US","male","263","63910.0","1355","90","3","9","1495.6","2264"
"2015-11-26","CA","female","28","6042.0","98","7","0","0","0.0","1769"
"2015-11-26","CA","male","18","5908.0","144","6","0","0","0.0","1770"
"2015-11-26","DE","male","10","54.0","15","7","0","0","0.0","1771"
"2015-11-26","GB","female","18","777.0","40","11","0","0","0.0","1772"
"2015-11-26","GB","male","15","73.0","21","9","0","0","0.0","1773"
"2015-11-26","IT","female","21","3317.0","113","9","0","0","0.0","1774"
"2015-11-26","US","female","122","13888.0","389","59","1","4","652.5","1775"
"2015-11-26","US","male","123","17107.0","481","53","1","2","46.71","1776"
"2015-12-30","CA","female","14","915.0","64","7","0","0","0.0","2272"
"2015-12-30","CA","male","18","3122.0","55","10","0","0","0.0","2273"
"2015-12-30","GB","male","20","2672.0","76","11","0","0","0.0","2274"
"2015-12-30","IT","female","12","343.0","26","6","0","0","0.0","2275"
"2015-12-30","IT","male","11","1139.0","17","8","0","0","0.0","2276"
"2015-12-30","US","female","369","53329.0","1346","169","0","0","0.0","2277"
"2015-12-30","US","male","329","56180.0","1311","142","2","7","2666.3","2278"
"2015-12-31","US","female","188","19733.0","654","84","1","2","300.0","2281"
"2015-12-31","US","male","201","28216.0","664","105","1","2","105.0","2282"
"2016-01-01","GB","female","11","95.0","22","7","0","0","0.0","2286"
"2016-01-01","US","female","151","19009.0","605","76","0","0","0.0","2287"
"2016-01-01","US","male","163","20025.0","673","80","1","2","1570.23","2288"
"2016-01-02","CA","female","16","1412.0","63","3","0","0","0.0","2295"
"2016-01-02","CA","male","13","292.0","37","10","0","0","0.0","2296"
"2016-01-02","GB","female","15","468.0","32","10","0","0","0.0","2297"
"2016-01-02","GB","male","12","2524.0","43","6","0","0","0.0","2298"
"2016-01-02","US","female","191","39593.0","921","71","0","0","0.0","2299"
"2016-01-02","US","male","205","24384.0","881","95","5","31","531.16","2300"
"2016-01-03","CA","female","17","1843.0","77","6","0","0","0.0","2306"
"2016-01-03","GB","female","13","599.0","25","7","0","0","0.0","2307"
"2016-01-03","GB","male","14","429.0","30","7","0","0","0.0","2308"
"2016-01-03","US","female","166","25546.0","817","76","0","0","0.0","2309"
"2016-01-03","US","male","178","14802.0","565","91","0","0","0.0","2310"
"2016-07-20","US","male","281","56253.0","1230","89","1","1","283.08","5698"
"2016-07-30","GB","female","14","4076.0","36","7","0","0","0.0","7138"
"2015-11-27","CA","female","17","2853.0","82","3","0","0","0.0","1786"
"2015-11-27","CA","male","24","13712.0","192","5","0","0","0.0","1787"
"2015-11-27","FR","female","12","426.0","34","4","0","0","0.0","1788"
"2015-11-27","GB","female","22","1697.0","48","15","0","0","0.0","1789"
"2015-11-27","GB","male","22","3027.0","69","13","0","0","0.0","1790"
"2015-11-27","IT","female","21","3862.0","82","7","0","0","0.0","1791"
"2015-11-27","IT","male","15","3028.0","41","5","0","0","0.0","1792"
"2015-11-27","US","female","190","24606.0","686","80","0","0","0.0","1793"
"2015-11-27","US","male","268","45854.0","1047","92","3","6","6347.37","1794"
"2016-07-30","IT","male","12","1352.0","25","7","0","0","0.0","7139"
"2016-07-30","US","female","108","14346.0","410","42","0","0","0.0","7140"
"2016-07-30","US","male","112","13696.0","546","42","1","1","402.84","7141"
"2016-01-04","CA","male","13","126.0","18","8","0","0","0.0","2319"
"2016-01-04","GB","female","14","10065.0","76","7","0","0","0.0","2320"
"2016-01-04","GB","male","13","2275.0","74","4","0","0","0.0","2321"
"2016-01-04","IT","female","16","656.0","32","7","0","0","0.0","2322"
"2015-11-28","CA","female","20","8133.0","115","4","0","0","0.0","1804"
"2015-11-28","CA","male","12","1941.0","52","5","0","0","0.0","1805"
"2015-11-28","DE","male","11","68.0","14","9","0","0","0.0","1806"
"2015-11-28","FR","female","13","2535.0","48","6","0","0","0.0","1807"
"2015-11-28","FR","male","13","665.0","37","5","0","0","0.0","1808"
"2015-11-28","GB","male","12","1870.0","24","7","0","0","0.0","1809"
"2015-11-28","IT","female","11","1225.0","18","7","0","0","0.0","1810"
"2015-11-28","US","female","224","37039.0","919","83","0","0","0.0","1811"
"2015-11-28","US","male","236","39000.0","853","89","2","2","81.6","1812"
"2016-01-04","IT","male","15","387.0","26","11","0","0","0.0","2323"
"2016-01-04","SE","female","13","1011.0","24","10","0","0","0.0","2324"
"2016-01-04","US","female","301","55246.0","1061","116","2","2","649.0","2325"
"2016-01-04","US","male","285","57615.0","1314","105","1","3","73.49","2326"
"2015-11-29","CA","male","17","870.0","67","7","0","0","0.0","1821"
"2015-11-29","DE","male","14","154.0","23","11","0","0","0.0","1822"
"2015-11-29","GB","female","20","941.0","41","10","0","0","0.0","1823"
"2015-11-29","GB","male","22","2309.0","80","9","0","0","0.0","1824"
"2015-11-29","IT","female","18","410.0","37","12","0","0","0.0","1825"
"2015-11-29","IT","male","13","502.0","32","9","0","0","0.0","1826"
"2015-11-29","US","female","289","45434.0","1065","128","2","4","791.62","1827"
"2015-11-29","US","male","273","34801.0","981","137","1","1","155.14","1828"
"2016-01-05","CA","female","17","2844.0","120","9","0","0","0.0","2333"
"2016-01-05","GB","female","19","1886.0","68","7","0","0","0.0","2334"
"2016-01-05","GB","male","19","2885.0","77","7","0","0","0.0","2335"
"2016-01-05","IT","male","15","1176.0","22","10","0","0","0.0","2336"
"2016-01-05","US","female","450","50607.0","1407","229","2","11","3262.07","2337"
"2016-01-05","US","male","311","60424.0","1358","111","5","10","2795.76","2338"
"2015-11-30","AU","female","12","111.0","21","8","0","0","0.0","1840"
"2015-11-30","CA","female","25","1705.0","68","9","0","0","0.0","1841"
"2015-11-30","CA","male","21","4408.0","63","8","0","0","0.0","1842"
"2015-11-30","DE","male","12","1552.0","44","5","0","0","0.0","1843"
"2015-11-30","FR","male","11","2940.0","53","5","1","6","3309.8","1844"
"2015-11-30","GB","female","23","1625.0","91","11","0","0","0.0","1845"
"2015-11-30","GB","male","20","1557.0","60","9","0","0","0.0","1846"
"2015-11-30","IT","female","26","1241.0","69","11","0","0","0.0","1847"
"2015-11-30","IT","male","17","2621.0","34","7","0","0","0.0","1848"
"2015-11-30","US","female","502","110055.0","2049","184","7","19","12529.79","1849"
"2015-11-30","US","male","581","125211.0","2510","216","15","32","26046.44","1850"
"2016-01-06","CA","female","22","2931.0","96","8","0","0","0.0","2344"
"2016-01-06","GB","female","32","10623.0","87","19","0","0","0.0","2345"
"2016-01-06","GB","male","15","602.0","32","10","0","0","0.0","2346"
"2016-01-06","US","female","426","78283.0","1665","158","4","6","1369.49","2347"
"2016-01-06","US","male","324","82689.0","1534","106","4","12","1190.04","2348"
"2015-12-01","CA","female","31","8695.0","200","5","0","0","0.0","1862"
"2015-12-01","CA","male","31","10024.0","185","7","0","0","0.0","1863"
"2015-12-01","DE","male","16","1643.0","37","8","0","0","0.0","1864"
"2015-12-01","FR","male","10","2275.0","26","4","0","0","0.0","1865"
"2015-12-01","GB","female","17","2885.0","89","3","0","0","0.0","1866"
"2015-12-01","GB","male","16","567.0","65","10","0","0","0.0","1867"
"2015-12-01","IT","female","15","1197.0","38","6","0","0","0.0","1868"
"2015-12-01","IT","male","19","1253.0","75","8","0","0","0.0","1869"
"2015-12-01","SE","female","10","85.0","17","8","0","0","0.0","1870"
"2015-12-01","US","female","373","88334.0","1860","102","2","13","880.39","1871"
"2015-12-01","US","male","379","79940.0","1864","116","5","18","2477.48","1872"
"2015-12-02","BR","female","10","846.0","56","3","0","0","0.0","1884"
"2015-12-02","CA","female","46","16003.0","229","14","0","0","0.0","1885"
"2015-12-02","CA","male","27","2479.0","79","13","0","0","0.0","1886"
