"date","countryIsoCode","userGender","sessions","sessionDuration","pageviews","bounces","transactions","itemQuantity","transactionRevenue","id"
"2016-07-24","AU","female","12","7026.0","41","4","0","0","0.0","6331"
"2016-07-24","GB","female","12","190.0","19","6","0","0","0.0","6332"
"2016-07-24","IT","female","15","491.0","36","7","0","0","0.0","6333"
"2016-07-24","US","female","108","18772.0","475","37","0","0","0.0","6334"
"2015-12-13","CA","male","14","3030.0","62","4","0","0","0.0","2071"
"2015-12-13","GB","female","11","780.0","23","6","0","0","0.0","2072"
"2016-07-24","US","male","113","21150.0","456","50","1","5","54.44","6335"
"2016-07-27","CA","female","33","12459.0","173","4","0","0","0.0","6761"
"2016-07-27","CA","male","29","2081.0","73","18","0","0","0.0","6762"
"2016-07-27","CN","female","12","11422.0","118","3","0","0","0.0","6763"
"2015-10-16","CA","female","52","9046.0","201","16","0","0","0.0","1055"
"2015-10-16","CA","male","31","3859.0","108","11","1","1","98.25","1056"
"2015-10-16","GB","female","29","3659.0","176","12","0","0","0.0","1057"
"2015-10-16","GB","male","20","1899.0","68","15","0","0","0.0","1058"
"2015-10-16","IT","female","15","721.0","38","9","0","0","0.0","1059"
"2016-07-27","GB","female","10","26.0","12","8","0","0","0.0","6764"
"2016-07-27","GB","male","18","700.0","40","10","0","0","0.0","6765"
"2016-07-27","IT","female","19","391.0","37","8","0","0","0.0","6766"
"2016-07-27","US","female","289","63807.0","1270","76","1","2","185.3","6767"
"2016-07-27","US","male","257","51007.0","1427","69","0","0","0.0","6768"
"2015-08-04","CA","female","34","8930.0","310","0","0","0","0.0","30"
"2015-08-04","CA","male","34","6869.0","345","0","0","0","0.0","31"
"2015-08-04","GB","female","16","1790.0","81","0","0","0","0.0","32"
"2015-08-04","GB","male","24","7408.0","156","0","0","0","0.0","33"
"2015-08-04","IT","male","14","4164.0","173","2","0","0","0.0","34"
"2015-08-04","US","female","323","80193.0","3359","6","5","12","3435.0","35"
"2015-08-04","US","male","245","49039.0","2683","5","3","9","67.5","36"
"2015-08-05","CA","female","40","3941.0","272","1","0","0","0.0","42"
"2015-08-05","CA","male","24","5972.0","431","0","0","0","0.0","43"
"2015-08-05","GB","male","15","2000.0","82","0","0","0","0.0","44"
"2015-08-05","US","female","277","57173.0","2601","6","1","1","445.0","45"
"2015-08-05","US","male","257","57569.0","2778","1","1","1","595.0","46"
"2015-08-06","CA","female","37","6794.0","430","1","0","0","0.0","54"
"2015-08-06","CA","male","24","18237.0","368","0","0","0","0.0","55"
"2015-08-06","GB","female","14","2320.0","88","0","0","0","0.0","56"
"2015-08-06","GB","male","15","5541.0","116","0","0","0","0.0","57"
"2015-08-06","IT","male","18","12814.0","531","1","0","0","0.0","58"
"2015-08-06","US","female","269","82850.0","2996","5","1","1","55.0","59"
"2015-08-06","US","male","273","52571.0","2255","7","3","7","1730.0","60"
"2015-08-07","CA","female","31","2293.0","285","0","0","0","0.0","67"
"2015-08-07","CA","male","24","4480.0","346","0","0","0","0.0","68"
"2015-08-07","GB","female","18","3440.0","165","0","0","0","0.0","69"
"2015-08-07","GB","male","11","840.0","71","0","0","0","0.0","70"
"2015-08-07","US","female","231","61976.0","2066","3","0","0","0.0","71"
"2015-08-07","US","male","211","38578.0","2162","4","0","0","0.0","72"
"2015-08-08","CA","female","19","15661.0","386","0","0","0","0.0","78"
"2015-08-08","CA","male","14","780.0","86","0","0","0","0.0","79"
"2015-08-08","GB","male","11","540.0","66","0","0","0","0.0","80"
"2015-08-08","US","female","114","17701.0","905","3","0","0","0.0","81"
"2015-08-08","US","male","109","27166.0","1218","1","1","2","20.0","82"
"2015-08-09","CA","female","11","1518.0","87","0","0","0","0.0","89"
"2015-08-09","CA","male","10","922.0","100","0","0","0","0.0","90"
"2015-08-09","GB","female","14","1731.0","91","2","0","0","0.0","91"
"2015-08-09","GB","male","23","1690.0","62","0","0","0","0.0","92"
"2015-08-09","US","female","95","14280.0","833","3","1","1","275.0","93"
"2015-08-09","US","male","110","17021.0","970","3","0","0","0.0","94"
"2015-08-10","CA","female","39","13528.0","511","0","0","0","0.0","101"
"2015-08-10","CA","male","43","6753.0","339","0","0","0","0.0","102"
"2015-08-10","GB","female","16","4624.0","195","0","0","0","0.0","103"
"2015-08-10","GB","male","20","1682.0","124","2","0","0","0.0","104"
"2015-08-10","US","female","286","50304.0","3061","2","0","0","0.0","105"
"2015-08-10","US","male","252","49825.0","2590","5","2","4","183.0","106"
"2015-08-11","CA","female","38","8287.0","323","0","0","0","0.0","113"
"2015-08-11","CA","male","42","10856.0","434","1","0","0","0.0","114"
"2015-08-11","GB","female","14","1126.0","82","0","0","0","0.0","115"
"2015-08-11","GB","male","16","2659.0","124","0","0","0","0.0","116"
"2015-08-11","US","female","297","56051.0","2628","5","2","2","587.0","117"
"2015-08-11","US","male","284","72114.0","2848","8","2","2","1475.0","118"
"2015-08-12","CA","female","35","2651.0","276","1","0","0","0.0","126"
"2015-08-12","CA","male","25","3823.0","201","0","0","0","0.0","127"
"2015-08-12","GB","female","20","2218.0","102","0","0","0","0.0","128"
"2015-08-12","GB","male","22","1900.0","81","2","0","0","0.0","129"
"2015-08-12","IT","female","14","826.0","65","0","0","0","0.0","130"
"2015-08-12","US","female","278","58026.0","2903","5","5","12","3167.0","131"
"2015-08-12","US","male","267","49158.0","2761","1","3","7","1591.5","132"
"2015-08-13","CA","female","48","10485.0","608","1","0","0","0.0","139"
"2015-08-13","CA","male","32","9457.0","490","0","0","0","0.0","140"
"2015-08-13","GB","female","18","2412.0","95","0","0","0","0.0","141"
"2015-08-13","GB","male","22","442.0","71","0","0","0","0.0","142"
"2015-08-13","US","female","256","42185.0","2386","0","2","6","502.0","143"
"2015-08-13","US","male","246","38341.0","2243","3","3","3","855.0","144"
"2015-08-14","CA","female","37","6833.0","275","0","0","0","0.0","151"
"2015-08-14","CA","male","20","1955.0","268","1","0","0","0.0","152"
"2015-08-14","GB","female","20","3497.0","178","0","0","0","0.0","153"
"2015-08-14","GB","male","18","2719.0","171","0","0","0","0.0","154"
"2015-08-14","US","female","236","50270.0","2378","6","2","11","471.0","155"
"2015-08-14","US","male","220","52851.0","2576","0","2","21","440.0","156"
"2015-08-15","CA","female","38","10400.0","388","1","0","0","0.0","161"
"2015-08-15","CA","male","21","2702.0","140","0","0","0","0.0","162"
"2015-08-15","US","female","166","24836.0","1278","5","2","12","565.0","163"
"2015-08-15","US","male","127","26904.0","1192","2","1","1","50.0","164"
"2015-08-16","CA","female","19","6141.0","179","0","0","0","0.0","170"
"2015-08-16","CA","male","15","2661.0","96","0","0","0","0.0","171"
"2015-08-16","GB","female","16","628.0","81","1","0","0","0.0","172"
"2015-08-16","US","female","137","27187.0","1388","2","1","6","60.0","173"
"2015-08-16","US","male","129","27129.0","1264","0","2","3","18.0","174"
"2015-10-02","CA","female","72","17700.0","522","16","0","0","0.0","825"
"2015-10-02","CA","male","53","14725.0","378","13","0","0","0.0","826"
"2015-10-02","GB","female","15","2119.0","40","7","0","0","0.0","827"
"2015-10-02","GB","male","22","1093.0","72","9","0","0","0.0","828"
"2015-08-17","CA","female","35","8532.0","370","0","0","0","0.0","181"
"2015-08-17","CA","male","22","3819.0","131","0","0","0","0.0","182"
"2015-08-17","GB","female","22","1067.0","85","0","0","0","0.0","183"
"2015-08-17","GB","male","19","916.0","89","2","0","0","0.0","184"
"2015-08-17","US","female","305","59973.0","2955","4","1","1","12.0","185"
"2015-08-17","US","male","245","56256.0","2316","2","2","4","466.0","186"
"2015-10-02","IT","female","18","3009.0","86","8","0","0","0.0","829"
"2015-10-02","IT","male","21","1823.0","81","11","0","0","0.0","830"
"2015-10-02","US","female","245","55584.0","1358","66","4","4","2287.23","831"
"2015-10-02","US","male","243","48672.0","1130","85","1","11","3619.46","832"
"2015-12-13","GB","male","10","147.0","16","6","0","0","0.0","2073"
"2015-12-13","IT","female","14","467.0","17","12","0","0","0.0","2074"
"2015-12-13","IT","male","16","663.0","38","10","0","0","0.0","2075"
"2015-08-18","CA","female","41","13821.0","412","0","0","0","0.0","194"
"2015-08-18","CA","male","29","6352.0","329","0","0","0","0.0","195"
"2015-08-18","GB","female","18","6498.0","147","0","0","0","0.0","196"
"2015-08-18","GB","male","14","775.0","47","1","0","0","0.0","197"
"2015-08-18","NL","male","14","1418.0","85","0","0","0","0.0","198"
"2015-08-18","US","female","275","48491.0","2699","3","0","0","0.0","199"
"2015-08-18","US","male","272","49422.0","2825","2","2","8","576.0","200"
"2015-12-13","JP","male","12","1624.0","45","7","0","0","0.0","2076"
"2015-12-13","US","female","170","25576.0","623","71","1","2","581.81","2077"
"2015-12-13","US","male","194","26328.0","864","78","2","12","132.26","2078"
"2016-02-29","CA","female","21","2753.0","50","14","0","0","0.0","3265"
"2016-02-29","CA","male","19","2773.0","63","8","0","0","0.0","3266"
"2016-02-29","CH","female","10","2453.0","33","8","0","0","0.0","3267"
"2015-08-19","CA","female","52","8564.0","537","0","0","0","0.0","207"
"2015-08-19","CA","male","30","10038.0","467","0","0","0","0.0","208"
"2015-08-19","GB","female","31","1612.0","124","0","0","0","0.0","209"
"2015-08-19","GB","male","18","2471.0","79","0","0","0","0.0","210"
"2015-08-19","US","female","314","57140.0","3060","6","2","5","166.0","211"
"2015-08-19","US","male","249","40105.0","2214","3","1","1","370.0","212"
"2015-10-03","CA","female","38","11157.0","216","4","0","0","0.0","842"
"2015-10-03","CA","male","18","1201.0","78","9","0","0","0.0","843"
"2015-10-03","GB","female","12","2056.0","124","7","0","0","0.0","844"
"2015-10-03","GB","male","17","861.0","41","8","0","0","0.0","845"
"2015-10-03","IT","female","17","764.0","31","12","0","0","0.0","846"
"2015-10-03","IT","male","13","410.0","26","8","0","0","0.0","847"
"2015-08-20","CA","female","63","12241.0","615","1","0","0","0.0","219"
"2015-08-20","CA","male","30","7604.0","260","0","0","0","0.0","220"
"2015-08-20","GB","female","12","190.0","45","0","0","0","0.0","221"
"2015-08-20","GB","male","21","1327.0","145","1","0","0","0.0","222"
"2015-08-20","US","female","314","56150.0","2935","6","2","5","92.0","223"
"2015-08-20","US","male","270","50777.0","2562","4","3","4","215.85","224"
"2015-10-03","NO","female","11","567.0","27","7","0","0","0.0","848"
"2015-10-03","US","female","170","36753.0","845","49","5","15","2442.97","849"
"2015-10-03","US","male","151","25544.0","712","49","0","0","0.0","850"
"2016-02-29","CN","female","13","2635.0","63","6","0","0","0.0","3268"
"2016-02-29","DE","male","15","795.0","31","8","0","0","0.0","3269"
"2015-08-21","CA","female","49","15595.0","699","0","0","0","0.0","231"
"2015-08-21","CA","male","27","4048.0","265","0","0","0","0.0","232"
"2015-08-21","GB","female","18","2645.0","114","0","0","0","0.0","233"
"2015-08-21","GB","male","12","413.0","56","0","0","0","0.0","234"
"2015-08-21","US","female","277","58575.0","2832","5","2","6","1942.75","235"
"2015-08-21","US","male","205","40883.0","2009","2","1","2","205.0","236"
"2015-08-22","CA","female","23","3079.0","190","0","0","0","0.0","242"
"2015-08-22","CA","male","21","6204.0","255","0","0","0","0.0","243"
"2015-08-22","GB","male","10","2463.0","48","0","0","0","0.0","244"
"2015-08-22","US","female","132","18403.0","1235","1","1","1","349.0","245"
"2015-08-22","US","male","137","21991.0","1391","1","2","7","1742.0","246"
"2015-08-23","CA","female","20","1736.0","160","0","0","0","0.0","251"
"2015-08-23","CA","male","16","6602.0","246","0","0","0","0.0","252"
"2015-08-23","US","female","187","37006.0","2198","0","1","1","65.0","253"
"2015-08-23","US","male","151","28421.0","1572","1","1","3","18.0","254"
"2015-08-24","CA","female","58","14711.0","626","0","0","0","0.0","262"
"2015-08-24","CA","male","24","7966.0","379","1","0","0","0.0","263"
"2015-08-24","CN","female","10","1163.0","59","0","0","0","0.0","264"
"2015-08-24","GB","female","13","640.0","58","0","0","0","0.0","265"
"2015-08-24","GB","male","18","4849.0","172","0","0","0","0.0","266"
"2015-08-24","US","female","288","52859.0","2600","5","5","5","320.35","267"
"2015-08-24","US","male","277","90703.0","2788","2","8","66","1800.66","268"
"2015-08-25","CA","female","66","17895.0","717","1","0","0","0.0","277"
"2015-08-25","CA","male","38","11127.0","489","0","0","0","0.0","278"
"2015-08-25","DE","male","11","1683.0","36","0","0","0","0.0","279"
"2015-08-25","FR","female","10","276.0","46","0","0","0","0.0","280"
"2015-08-25","GB","female","21","2363.0","158","0","0","0","0.0","281"
"2015-08-25","GB","male","25","3826.0","200","1","0","0","0.0","282"
"2015-08-25","US","female","314","66319.0","3035","6","7","21","6260.04","283"
"2015-08-25","US","male","285","82135.0","3163","1","5","55","1453.0","284"
"2015-08-26","CA","female","66","13575.0","800","1","0","0","0.0","292"
"2015-08-26","CA","male","49","8567.0","462","0","0","0","0.0","293"
"2015-08-26","GB","female","17","405.0","61","0","0","0","0.0","294"
"2015-08-26","GB","male","25","2319.0","141","2","0","0","0.0","295"
"2015-08-26","IT","female","12","357.0","47","1","0","0","0.0","296"
"2015-08-26","US","female","290","55755.0","2794","4","0","0","0.0","297"
"2015-08-26","US","male","256","58046.0","2443","3","6","14","1175.45","298"
"2015-08-27","CA","female","43","7277.0","589","0","0","0","0.0","307"
"2015-08-27","CA","male","20","2710.0","193","0","0","0","0.0","308"
"2015-08-27","GB","female","11","355.0","76","0","0","0","0.0","309"
"2015-08-27","GB","male","23","4011.0","229","1","0","0","0.0","310"
"2015-08-27","IT","female","10","276.0","44","0","0","0","0.0","311"
"2015-08-27","IT","male","13","5587.0","242","1","0","0","0.0","312"
"2015-08-27","US","female","294","45116.0","2835","8","1","1","348.3","313"
"2015-08-27","US","male","257","45160.0","2426","5","5","22","3160.47","314"
"2016-02-29","FR","male","11","2248.0","21","6","0","0","0.0","3270"
"2015-08-28","CA","female","29","7219.0","376","0","0","0","0.0","321"
"2015-08-28","CA","male","35","6221.0","250","0","0","0","0.0","322"
"2015-08-28","GB","female","28","4277.0","219","2","0","0","0.0","323"
"2015-08-28","GB","male","13","1366.0","73","0","0","0","0.0","324"
"2015-08-28","US","female","273","52676.0","2610","10","3","3","391.92","325"
"2015-08-28","US","male","256","52460.0","2469","6","7","28","8861.97","326"
"2016-02-29","GB","female","30","836.0","91","16","0","0","0.0","3271"
"2016-02-29","GB","male","22","1667.0","72","12","0","0","0.0","3272"
"2016-02-29","IT","female","31","2388.0","60","22","0","0","0.0","3273"
"2016-02-29","IT","male","20","3365.0","49","12","0","0","0.0","3274"
"2016-02-29","US","female","434","94815.0","2158","153","5","26","2630.54","3275"
"2015-08-29","CA","female","26","3399.0","228","0","0","0","0.0","332"
"2015-08-29","CA","male","17","3171.0","247","0","0","0","0.0","333"
"2015-08-29","GB","female","20","1932.0","98","0","0","0","0.0","334"
"2015-08-29","US","female","117","18607.0","928","0","0","0","0.0","335"
"2015-08-29","US","male","122","20873.0","1127","1","2","2","740.0","336"
"2015-10-04","CA","female","29","3020.0","109","9","0","0","0.0","859"
"2015-10-04","CA","male","14","864.0","49","6","0","0","0.0","860"
"2015-10-04","FR","female","13","1216.0","45","8","0","0","0.0","861"
"2015-10-04","GB","female","13","1233.0","19","8","0","0","0.0","862"
"2015-08-30","CA","female","11","1430.0","117","0","0","0","0.0","341"
"2015-08-30","CA","male","22","8669.0","243","0","0","0","0.0","342"
"2015-08-30","US","female","99","17454.0","1151","1","4","10","901.72","343"
"2015-08-30","US","male","130","31472.0","1442","3","2","2","106.53","344"
"2015-10-04","GB","male","11","791.0","24","6","0","0","0.0","863"
"2015-10-04","IT","male","14","2478.0","56","5","0","0","0.0","864"
"2015-10-04","US","female","146","23651.0","683","43","1","4","1966.28","865"
"2015-10-04","US","male","158","42912.0","920","43","3","5","756.95","866"
"2016-02-29","US","male","394","79483.0","1770","143","5","6","2246.18","3276"
"2015-08-31","CA","female","48","8190.0","457","0","0","0","0.0","351"
"2015-08-31","CA","male","33","4870.0","323","0","0","0","0.0","352"
"2015-08-31","GB","male","13","254.0","43","0","0","0","0.0","353"
"2015-08-31","IT","male","13","266.0","60","2","0","0","0.0","354"
"2015-08-31","US","female","256","60166.0","2827","2","4","24","10035.04","355"
"2015-08-31","US","male","262","63046.0","2557","3","2","2","790.69","356"
"2015-09-01","CA","female","36","5921.0","259","1","0","0","0.0","364"
"2015-09-01","CA","male","47","4848.0","426","2","0","0","0.0","365"
"2015-09-01","GB","female","26","4507.0","204","1","0","0","0.0","366"
"2015-09-01","GB","male","21","3842.0","155","0","0","0","0.0","367"
"2015-09-01","IT","male","13","2402.0","153","0","0","0","0.0","368"
"2015-09-01","US","female","328","65692.0","3452","3","8","14","2719.66","369"
"2015-09-01","US","male","389","58801.0","3550","6","0","0","0.0","370"
"2015-09-02","CA","female","54","21400.0","664","0","0","0","0.0","380"
"2015-09-02","CA","male","25","2592.0","226","1","0","0","0.0","381"
"2015-09-02","GB","female","20","2428.0","110","0","0","0","0.0","382"
"2015-09-02","GB","male","32","2808.0","162","1","0","0","0.0","383"
"2015-09-02","IT","female","12","551.0","70","0","0","0","0.0","384"
"2015-09-02","IT","male","15","648.0","76","0","0","0","0.0","385"
"2015-09-02","NO","female","10","683.0","77","0","0","0","0.0","386"
"2015-09-02","US","female","287","48967.0","2595","0","6","10","717.95","387"
"2015-09-02","US","male","265","59767.0","2502","4","2","8","3606.0","388"
"2015-09-03","CA","female","53","13689.0","550","0","0","0","0.0","397"
"2015-09-03","CA","male","43","6894.0","380","1","0","0","0.0","398"
"2015-09-03","GB","female","24","7068.0","201","0","0","0","0.0","399"
"2015-09-03","GB","male","26","835.0","84","0","0","0","0.0","400"
"2015-09-03","IT","female","12","331.0","62","2","0","0","0.0","401"
"2015-09-03","IT","male","15","1401.0","106","1","0","0","0.0","402"
"2015-09-03","US","female","296","63073.0","2993","5","2","2","106.91","403"
"2015-09-03","US","male","315","44459.0","2650","7","1","1","12.82","404"
"2015-09-04","CA","female","32","4914.0","161","1","0","0","0.0","414"
"2015-09-04","CA","male","25","2955.0","97","6","0","0","0.0","415"
"2015-09-04","DE","male","10","131.0","20","6","0","0","0.0","416"
"2015-09-04","GB","female","22","1641.0","55","8","0","0","0.0","417"
"2015-09-04","GB","male","26","1055.0","55","18","0","0","0.0","418"
"2015-09-04","IT","female","19","1797.0","64","9","0","0","0.0","419"
"2015-09-04","IT","male","13","1346.0","46","6","0","0","0.0","420"
"2015-09-04","US","female","220","41378.0","1227","59","2","52","694.38","421"
"2015-09-04","US","male","218","41997.0","1177","59","3","12","3714.24","422"
"2015-09-05","CA","female","18","3499.0","138","6","0","0","0.0","431"
"2015-09-05","CA","male","21","1960.0","77","11","0","0","0.0","432"
"2015-09-05","DE","male","11","384.0","32","6","0","0","0.0","433"
"2015-09-05","GB","female","14","691.0","22","9","0","0","0.0","434"
"2015-09-05","GB","male","12","886.0","29","7","0","0","0.0","435"
"2015-09-05","IT","male","13","953.0","39","7","0","0","0.0","436"
"2015-09-05","US","female","132","25186.0","658","58","0","0","0.0","437"
"2015-09-05","US","male","168","23085.0","706","80","0","0","0.0","438"
"2015-09-06","AU","male","14","1142.0","34","8","0","0","0.0","443"
"2015-09-06","CA","male","17","2702.0","112","5","0","0","0.0","444"
"2015-09-06","US","female","93","14313.0","432","31","0","0","0.0","445"
"2015-09-06","US","male","152","15909.0","535","84","1","1","50.0","446"
"2015-09-07","AU","female","13","3875.0","31","6","0","0","0.0","455"
"2015-09-07","CA","male","14","1685.0","40","7","0","0","0.0","456"
"2015-09-07","GB","female","25","3933.0","95","8","0","0","0.0","457"
"2015-09-07","GB","male","15","2115.0","44","10","0","0","0.0","458"
"2015-09-07","IT","female","18","697.0","58","7","0","0","0.0","459"
"2015-09-07","IT","male","24","504.0","51","16","0","0","0.0","460"
"2015-09-07","US","female","111","13174.0","523","47","2","6","1031.95","461"
"2015-09-07","US","male","141","32024.0","745","58","3","6","2828.3","462"
"2015-09-08","CA","female","68","11214.0","305","14","0","0","0.0","471"
"2015-09-08","CA","male","31","5778.0","212","6","0","0","0.0","472"
"2015-09-08","GB","female","18","1099.0","40","9","0","0","0.0","473"
"2015-09-08","GB","male","23","1723.0","84","12","0","0","0.0","474"
"2015-09-08","IT","female","18","2022.0","51","8","0","0","0.0","475"
"2015-09-08","IT","male","14","1305.0","48","6","0","0","0.0","476"
"2015-09-08","US","female","256","47365.0","1330","68","3","7","5021.74","477"
"2015-09-08","US","male","297","82157.0","1571","97","2","4","5633.2","478"
"2016-05-01","CA","female","16","2806.0","70","8","0","0","0.0","4472"
"2015-09-09","CA","female","47","9933.0","286","8","0","0","0.0","487"
"2015-09-09","CA","male","36","2250.0","121","13","0","0","0.0","488"
"2015-09-09","GB","female","15","1717.0","35","7","0","0","0.0","489"
"2015-09-09","GB","male","12","412.0","47","7","0","0","0.0","490"
"2015-09-09","IT","female","12","346.0","26","8","0","0","0.0","491"
"2015-09-09","IT","male","15","2568.0","83","5","0","0","0.0","492"
"2015-09-09","US","female","247","46004.0","1362","61","2","16","61.23","493"
"2015-09-09","US","male","255","48215.0","1168","76","2","3","462.67","494"
"2015-12-14","CA","female","38","10179.0","136","8","0","0","0.0","2088"
"2015-12-14","CA","male","16","3040.0","70","4","0","0","0.0","2089"
"2015-12-14","DE","female","15","1585.0","42","9","0","0","0.0","2090"
"2015-12-14","GB","female","13","948.0","22","9","0","0","0.0","2091"
"2015-12-14","GB","male","20","531.0","36","9","0","0","0.0","2092"
"2015-12-14","IT","female","22","3820.0","39","17","0","0","0.0","2093"
"2015-10-05","CA","female","61","8383.0","257","22","0","0","0.0","875"
"2015-09-10","CA","female","47","4427.0","231","9","0","0","0.0","502"
"2015-09-10","CA","male","29","4670.0","266","8","0","0","0.0","503"
"2015-09-10","GB","female","23","1654.0","52","11","0","0","0.0","504"
"2015-09-10","GB","male","21","1393.0","83","10","0","0","0.0","505"
"2015-09-10","IT","female","10","1024.0","19","6","0","0","0.0","506"
"2015-09-10","US","female","274","66123.0","1630","83","2","3","1321.88","507"
"2015-09-10","US","male","283","53238.0","2345","81","0","0","0.0","508"
"2015-09-11","AU","male","12","636.0","34","4","0","0","0.0","517"
"2015-09-11","CA","female","36","4671.0","193","11","0","0","0.0","518"
"2015-09-11","CA","male","18","1353.0","76","7","0","0","0.0","519"
"2015-09-11","GB","female","16","951.0","38","7","0","0","0.0","520"
"2015-09-11","GB","male","14","1233.0","35","6","0","0","0.0","521"
"2015-09-11","IT","male","14","3112.0","88","7","0","0","0.0","522"
"2015-09-11","US","female","296","53091.0","1524","70","5","8","4291.41","523"
"2015-09-11","US","male","262","37423.0","1429","83","2","3","721.68","524"
"2015-09-12","CA","male","24","2801.0","81","7","0","0","0.0","532"
"2015-09-12","ES","female","17","73.0","21","14","0","0","0.0","533"
"2015-09-12","GB","female","12","2019.0","21","7","0","0","0.0","534"
"2015-09-12","GB","male","12","260.0","26","7","0","0","0.0","535"
"2015-09-12","IT","male","10","108.0","19","6","0","0","0.0","536"
"2015-09-12","US","female","125","25575.0","631","35","1","2","434.41","537"
"2015-09-12","US","male","164","31888.0","768","58","1","1","33.62","538"
"2015-09-13","CA","female","16","1683.0","97","8","0","0","0.0","544"
"2015-09-13","CA","male","18","3532.0","216","9","0","0","0.0","545"
"2015-09-13","GB","female","16","986.0","41","10","0","0","0.0","546"
"2015-09-13","US","female","119","25219.0","827","39","1","1","395.0","547"
"2015-09-13","US","male","145","34934.0","831","41","1","8","1524.25","548"
"2015-09-14","AU","female","11","868.0","27","6","0","0","0.0","560"
"2015-09-14","CA","female","45","7956.0","307","10","0","0","0.0","561"
"2015-09-14","CA","male","40","8286.0","154","14","0","0","0.0","562"
"2015-09-14","ES","female","10","718.0","15","6","0","0","0.0","563"
"2015-09-14","FR","female","13","232.0","28","8","0","0","0.0","564"
"2015-09-14","GB","female","19","2001.0","77","5","0","0","0.0","565"
"2015-09-14","GB","male","20","1295.0","47","12","0","0","0.0","566"
"2015-09-14","IT","female","12","863.0","57","4","0","0","0.0","567"
"2015-09-14","IT","male","24","4283.0","165","7","0","0","0.0","568"
"2015-09-14","US","female","275","48017.0","1445","84","0","0","0.0","569"
"2015-09-14","US","male","281","53912.0","1478","82","2","2","82.69","570"
"2015-09-15","AU","female","15","1027.0","61","7","0","0","0.0","581"
"2015-09-15","CA","female","52","4509.0","197","14","0","0","0.0","582"
"2015-09-15","CA","male","32","3084.0","113","9","0","0","0.0","583"
"2015-09-15","ES","female","14","1917.0","61","11","0","0","0.0","584"
"2015-09-15","GB","female","26","548.0","47","16","0","0","0.0","585"
"2015-09-15","GB","male","28","3013.0","101","17","0","0","0.0","586"
"2015-09-15","IT","female","13","4379.0","58","8","0","0","0.0","587"
"2015-09-15","IT","male","19","1355.0","68","8","0","0","0.0","588"
"2015-09-15","US","female","321","55418.0","1673","82","6","27","3769.55","589"
"2015-09-15","US","male","285","58295.0","1583","76","2","6","889.65","590"
"2015-09-16","CA","female","72","8249.0","273","22","0","0","0.0","599"
"2015-09-16","CA","male","28","5500.0","96","8","0","0","0.0","600"
"2015-09-16","ES","female","11","207.0","38","7","0","0","0.0","601"
"2015-09-16","GB","female","18","9293.0","68","5","0","0","0.0","602"
"2015-09-16","GB","male","17","4659.0","59","6","0","0","0.0","603"
"2015-09-16","IT","female","13","3930.0","86","6","0","0","0.0","604"
"2015-09-16","US","female","265","57846.0","1521","54","4","6","2601.86","605"
"2015-09-16","US","male","229","43077.0","1123","73","2","11","120.72","606"
"2015-09-17","CA","female","44","7890.0","71","6","0","0","0.0","614"
"2015-09-17","CA","male","28","4185.0","60","1","0","0","0.0","615"
"2015-09-17","GB","female","11","1667.0","52","2","0","0","0.0","616"
"2015-09-17","IT","female","11","2491.0","35","1","0","0","0.0","617"
"2015-09-17","IT","male","12","697.0","39","6","0","0","0.0","618"
"2015-09-17","US","female","190","39825.0","362","18","2","5","1065.75","619"
"2015-09-17","US","male","159","34695.0","226","24","1","1","429.56","620"
"2015-09-18","CA","female","40","10290.0","5","0","0","0","0.0","626"
"2015-09-18","CA","male","24","2837.0","0","0","0","0","0.0","627"
"2015-09-18","GB","male","12","2044.0","0","0","0","0","0.0","628"
"2015-09-18","US","female","168","49073.0","102","0","1","35","2229.13","629"
"2015-09-18","US","male","147","42227.0","65","2","3","7","1087.26","630"
"2015-09-19","CA","female","14","2514.0","0","0","0","0","0.0","635"
"2015-09-19","CA","male","14","2559.0","0","0","0","0","0.0","636"
"2015-09-19","US","female","64","10573.0","21","0","1","15","64.8","637"
"2015-09-19","US","male","82","20784.0","70","2","3","5","846.97","638"
"2015-09-20","CA","male","12","2219.0","0","0","0","0","0.0","642"
"2015-09-20","US","female","84","11351.0","58","1","2","5","1481.26","643"
"2015-09-20","US","male","73","22411.0","19","1","1","1","395.0","644"
"2015-09-21","CA","female","34","4476.0","1","0","0","0","0.0","650"
"2015-09-21","CA","male","24","4316.0","0","0","0","0","0.0","651"
"2015-09-21","IT","female","18","13384.0","1","1","0","0","0.0","652"
"2015-09-21","US","female","194","53732.0","18","0","1","1","92.54","653"
"2015-09-21","US","male","213","74671.0","237","2","3","14","1747.51","654"
"2015-10-05","CA","male","32","2289.0","140","11","0","0","0.0","876"
"2015-10-05","GB","female","26","1566.0","58","18","0","0","0.0","877"
"2015-09-22","CA","female","40","6123.0","0","0","0","0","0.0","660"
"2015-09-22","CA","male","21","5558.0","1","1","0","0","0.0","661"
"2015-09-22","GB","male","12","349.0","0","0","0","0","0.0","662"
"2015-09-22","US","female","215","47530.0","23","0","1","2","152.43","663"
"2015-09-22","US","male","208","62099.0","119","2","4","6","386.28","664"
"2015-10-05","GB","male","19","4156.0","52","11","0","0","0.0","878"
"2015-10-05","IT","female","30","2869.0","90","19","0","0","0.0","879"
"2015-10-05","IT","male","74","4772.0","140","46","0","0","0.0","880"
"2015-10-05","US","female","317","57404.0","1568","83","3","9","988.95","881"
