"date","countryIsoCode","userAgeBracket","sessions","sessionDuration","pageviews","bounces","transactions","itemQuantity","transactionRevenue","id"
"2016-02-29","US","55-64","84","23107.0","394","34","0","0","0.0","3929"
"2016-02-29","US","65+","49","5930.0","188","19","0","0","0.0","3930"
"2015-12-15","CA","25-34","20","7520.0","74","5","0","0","0.0","2589"
"2015-12-15","CA","35-44","14","4230.0","47","5","0","0","0.0","2590"
"2015-12-15","GB","35-44","11","541.0","29","6","0","0","0.0","2591"
"2015-12-15","IT","25-34","14","1281.0","21","9","0","0","0.0","2592"
"2015-12-15","US","18-24","49","7448.0","180","16","0","0","0.0","2593"
"2015-10-14","CA","25-34","30","9462.0","147","8","0","0","0.0","1368"
"2015-10-14","CA","35-44","16","4056.0","63","7","0","0","0.0","1369"
"2015-10-14","CA","45-54","13","2049.0","57","4","0","0","0.0","1370"
"2015-10-14","IT","25-34","20","8607.0","94","9","0","0","0.0","1371"
"2015-10-14","IT","35-44","15","1298.0","50","9","0","0","0.0","1372"
"2015-10-14","US","18-24","48","10879.0","210","18","0","0","0.0","1373"
"2015-10-14","US","25-34","294","77278.0","1276","107","2","6","2112.93","1374"
"2015-10-14","US","35-44","251","38842.0","901","93","4","12","995.27","1375"
"2015-10-14","US","45-54","149","23370.0","628","48","0","0","0.0","1376"
"2015-10-14","US","55-64","105","14902.0","429","42","1","1","250.75","1377"
"2015-10-14","US","65+","49","4521.0","173","19","0","0","0.0","1378"
"2015-12-15","US","25-34","268","56284.0","1201","90","2","7","3451.94","2594"
"2015-12-15","US","35-44","186","25784.0","681","74","2","5","3313.82","2595"
"2015-12-15","US","45-54","124","28888.0","632","39","3","7","1410.51","2596"
"2015-12-15","US","55-64","120","18627.0","531","42","1","2","73.2","2597"
"2015-12-15","US","65+","63","7893.0","237","23","1","1","58.85","2598"
"2016-07-31","US","18-24","24","3138.0","80","9","0","0","0.0","8420"
"2016-07-31","US","25-34","64","15528.0","287","20","0","0","0.0","8421"
"2015-07-12","US","25-34","49","16143.0","216","11","1","1","142.0","6697"
"2015-07-12","US","35-44","52","8626.0","238","6","0","0","0.0","6698"
"2016-06-06","CA","25-34","21","2156.0","75","7","0","0","0.0","5815"
"2016-06-06","CA","35-44","17","1822.0","70","6","0","0","0.0","5816"
"2016-06-06","ES","25-34","16","2783.0","51","6","0","0","0.0","5817"
"2016-03-01","CA","25-34","20","1166.0","54","8","0","0","0.0","3940"
"2015-10-15","CA","25-34","29","4054.0","79","10","0","0","0.0","1392"
"2015-10-15","CA","35-44","17","1717.0","86","7","0","0","0.0","1393"
"2015-10-15","CA","45-54","17","905.0","52","7","0","0","0.0","1394"
"2015-10-15","GB","25-34","15","975.0","37","7","0","0","0.0","1395"
"2015-10-15","GB","35-44","14","1625.0","57","4","0","0","0.0","1396"
"2015-10-15","IT","25-34","14","560.0","25","9","0","0","0.0","1397"
"2015-10-15","IT","35-44","18","2861.0","49","8","0","0","0.0","1398"
"2015-10-15","US","18-24","42","8453.0","151","20","0","0","0.0","1399"
"2015-10-15","US","25-34","235","47095.0","1166","79","6","17","7516.24","1400"
"2015-10-15","US","35-44","251","41552.0","1158","74","3","3","1235.22","1401"
"2015-10-15","US","45-54","125","16690.0","550","40","1","1","458.62","1402"
"2015-10-15","US","55-64","123","20706.0","611","44","1","5","234.08","1403"
"2015-10-15","US","65+","44","11676.0","158","22","1","7","1166.05","1404"
"2016-03-01","GB","25-34","14","500.0","23","10","0","0","0.0","3941"
"2016-03-01","IT","25-34","13","1496.0","20","7","0","0","0.0","3942"
"2015-12-16","CA","25-34","15","1670.0","85","7","0","0","0.0","2609"
"2015-12-16","GB","35-44","12","705.0","55","4","0","0","0.0","2610"
"2015-12-16","IT","25-34","16","5763.0","87","9","0","0","0.0","2611"
"2015-12-16","IT","35-44","16","6395.0","87","3","0","0","0.0","2612"
"2015-12-16","US","18-24","35","7389.0","108","12","0","0","0.0","2613"
"2015-12-16","US","25-34","200","40147.0","881","61","0","0","0.0","2614"
"2015-12-16","US","35-44","197","38078.0","868","73","1","2","841.5","2615"
"2015-12-16","US","45-54","144","26843.0","695","32","2","3","166.76","2616"
"2015-12-16","US","55-64","72","11574.0","257","30","0","0","0.0","2617"
"2015-12-16","US","65+","48","4732.0","148","14","0","0","0.0","2618"
"2016-03-01","US","18-24","66","14861.0","240","25","0","0","0.0","3943"
"2015-10-16","CA","25-34","35","3333.0","115","12","0","0","0.0","1418"
"2015-10-16","CA","35-44","21","6637.0","100","4","0","0","0.0","1419"
"2015-10-16","CA","45-54","18","2108.0","71","7","1","1","98.25","1420"
"2015-10-16","GB","35-44","19","2788.0","92","10","0","0","0.0","1421"
"2015-10-16","GB","45-54","12","544.0","45","7","0","0","0.0","1422"
"2015-10-16","IT","25-34","11","774.0","56","7","0","0","0.0","1423"
"2015-10-16","IT","35-44","12","538.0","19","7","0","0","0.0","1424"
"2015-10-16","US","18-24","50","9473.0","190","20","0","0","0.0","1425"
"2015-10-16","US","25-34","255","43079.0","1022","88","0","0","0.0","1426"
"2015-10-16","US","35-44","200","30868.0","878","69","2","8","2766.68","1427"
"2015-10-16","US","45-54","134","33555.0","700","32","1","2","360.0","1428"
"2015-10-16","US","55-64","113","15971.0","532","50","0","0","0.0","1429"
"2015-10-16","US","65+","40","2608.0","114","21","0","0","0.0","1430"
"2016-03-01","US","25-34","249","37039.0","1159","87","1","1","108.0","3944"
"2016-03-01","US","35-44","207","32599.0","745","68","0","0","0.0","3945"
"2016-03-01","US","45-54","116","20122.0","493","46","2","2","1104.65","3946"
"2016-03-01","US","55-64","86","13708.0","403","31","1","8","2494.55","3947"
"2016-03-01","US","65+","38","6568.0","174","12","0","0","0.0","3948"
"2016-06-06","IT","25-34","16","657.0","34","10","0","0","0.0","5818"
"2016-06-06","IT","35-44","11","231.0","22","6","0","0","0.0","5819"
"2016-06-06","MX","25-34","11","2259.0","43","5","0","0","0.0","5820"
"2016-06-06","US","18-24","70","7107.0","197","39","0","0","0.0","5821"
"2015-10-17","CA","35-44","15","4045.0","85","7","0","0","0.0","1440"
"2015-10-17","GB","35-44","12","908.0","32","7","0","0","0.0","1441"
"2015-10-17","IT","35-44","15","409.0","25","10","0","0","0.0","1442"
"2015-10-17","US","18-24","15","2074.0","55","5","1","1","430.06","1443"
"2015-10-17","US","25-34","110","24012.0","407","39","1","2","341.75","1444"
"2015-10-17","US","35-44","150","21165.0","613","48","3","4","1293.27","1445"
"2015-10-17","US","45-54","88","7629.0","277","40","1","1","266.74","1446"
"2015-10-17","US","55-64","119","16982.0","506","47","1","1","505.75","1447"
"2015-10-17","US","65+","37","8198.0","145","13","0","0","0.0","1448"
"2015-12-17","CA","25-34","16","3358.0","57","4","0","0","0.0","2629"
"2015-12-17","CA","35-44","14","3837.0","49","8","0","0","0.0","2630"
"2015-12-17","GB","25-34","17","667.0","36","7","0","0","0.0","2631"
"2015-12-17","IT","35-44","16","3935.0","79","4","0","0","0.0","2632"
"2015-12-17","US","18-24","39","8901.0","152","15","0","0","0.0","2633"
"2015-12-17","US","25-34","216","34485.0","936","69","1","1","152.6","2634"
"2015-12-17","US","35-44","158","23498.0","686","51","0","0","0.0","2635"
"2015-12-17","US","45-54","127","19518.0","515","39","2","2","2322.27","2636"
"2015-10-18","CA","25-34","17","2122.0","75","5","0","0","0.0","1457"
"2015-10-18","IT","35-44","16","648.0","49","10","0","0","0.0","1458"
"2015-10-18","US","18-24","18","2160.0","69","9","0","0","0.0","1459"
"2015-10-18","US","25-34","118","10815.0","452","50","0","0","0.0","1460"
"2015-10-18","US","35-44","123","13806.0","425","49","2","3","3225.69","1461"
"2015-10-18","US","45-54","71","6622.0","323","29","0","0","0.0","1462"
"2015-10-18","US","55-64","91","12765.0","347","41","1","2","1691.5","1463"
"2015-10-18","US","65+","39","5814.0","157","17","0","0","0.0","1464"
"2015-12-17","US","55-64","98","17730.0","438","43","0","0","0.0","2637"
"2015-12-17","US","65+","55","7975.0","213","26","0","0","0.0","2638"
"2016-06-06","US","25-34","228","53822.0","1058","61","0","0","0.0","5822"
"2016-06-06","US","35-44","176","42509.0","849","41","2","6","797.41","5823"
"2016-06-06","US","45-54","84","13043.0","436","25","0","0","0.0","5824"
"2016-06-06","US","55-64","57","10082.0","245","16","1","1","22.84","5825"
"2016-06-06","US","65+","27","3977.0","106","10","0","0","0.0","5826"
"2015-07-12","US","45-54","36","3719.0","117","8","1","4","84.0","6699"
"2015-07-12","US","55-64","25","2696.0","95","4","0","0","0.0","6700"
"2015-10-19","CA","25-34","21","3622.0","74","3","0","0","0.0","1477"
"2015-10-19","CA","45-54","21","5218.0","94","6","0","0","0.0","1478"
"2015-10-19","GB","25-34","16","890.0","25","11","0","0","0.0","1479"
"2015-10-19","GB","35-44","15","3909.0","44","6","0","0","0.0","1480"
"2015-10-19","IT","25-34","13","1633.0","62","9","0","0","0.0","1481"
"2015-10-19","IT","35-44","12","936.0","33","5","0","0","0.0","1482"
"2015-10-19","US","18-24","50","11681.0","246","16","0","0","0.0","1483"
"2015-10-19","US","25-34","287","56438.0","1250","89","1","4","104.52","1484"
"2015-10-19","US","35-44","279","53454.0","1304","89","5","36","10945.65","1485"
"2015-10-19","US","45-54","169","30776.0","862","51","3","7","231.1","1486"
"2015-10-19","US","55-64","123","13841.0","416","65","0","0","0.0","1487"
"2015-10-19","US","65+","53","6766.0","206","27","0","0","0.0","1488"
"2015-12-18","CA","25-34","18","799.0","45","7","0","0","0.0","2649"
"2015-12-18","GB","25-34","11","1017.0","36","6","0","0","0.0","2650"
"2015-12-18","IT","25-34","11","1099.0","35","6","0","0","0.0","2651"
"2015-12-18","IT","35-44","11","2718.0","129","5","0","0","0.0","2652"
"2015-12-18","US","18-24","55","7891.0","273","24","0","0","0.0","2653"
"2015-12-18","US","25-34","222","46455.0","874","86","0","0","0.0","2654"
"2015-12-18","US","35-44","188","28310.0","677","79","2","22","4502.16","2655"
"2015-12-18","US","45-54","114","17221.0","464","41","1","1","70.77","2656"
"2015-10-20","CA","25-34","22","5552.0","97","3","0","0","0.0","1502"
"2015-10-20","CA","35-44","15","1202.0","68","2","0","0","0.0","1503"
"2015-10-20","CA","45-54","23","13285.0","145","4","0","0","0.0","1504"
"2015-10-20","GB","25-34","17","4314.0","61","8","0","0","0.0","1505"
"2015-10-20","GB","35-44","18","842.0","35","8","0","0","0.0","1506"
"2015-10-20","IT","25-34","25","2603.0","55","15","0","0","0.0","1507"
"2015-10-20","IT","35-44","15","2008.0","51","8","0","0","0.0","1508"
"2015-10-20","US","18-24","46","14539.0","264","19","0","0","0.0","1509"
"2015-10-20","US","25-34","327","66105.0","1550","98","6","26","7415.32","1510"
"2015-10-20","US","35-44","279","54607.0","1220","84","2","12","3028.06","1511"
"2015-10-20","US","45-54","172","22413.0","754","59","2","7","886.26","1512"
"2015-10-20","US","55-64","132","14155.0","515","51","1","2","1804.6","1513"
"2015-10-20","US","65+","50","6926.0","259","20","0","0","0.0","1514"
"2015-10-21","CA","25-34","29","6131.0","101","11","0","0","0.0","1528"
"2015-10-21","CA","35-44","22","3473.0","97","4","0","0","0.0","1529"
"2015-10-21","CA","45-54","13","282.0","31","5","0","0","0.0","1530"
"2015-10-21","GB","25-34","15","2828.0","30","10","0","0","0.0","1531"
"2015-10-21","GB","35-44","20","2053.0","83","9","0","0","0.0","1532"
"2015-10-21","IT","25-34","16","461.0","34","7","0","0","0.0","1533"
"2015-10-21","IT","35-44","18","2142.0","59","9","0","0","0.0","1534"
"2015-10-21","US","18-24","56","5977.0","274","25","1","2","541.25","1535"
"2015-10-21","US","25-34","279","68867.0","1447","86","0","0","0.0","1536"
"2015-10-21","US","35-44","266","50918.0","1356","107","7","22","2487.54","1537"
"2015-10-21","US","45-54","137","25088.0","758","36","1","1","27.95","1538"
"2015-10-21","US","55-64","103","14626.0","450","43","2","2","1219.52","1539"
"2015-10-21","US","65+","40","6245.0","201","19","1","1","411.82","1540"
"2015-10-22","CA","25-34","25","9597.0","123","3","0","0","0.0","1554"
"2015-10-22","CA","35-44","15","4577.0","50","4","0","0","0.0","1555"
"2015-10-22","CA","45-54","16","1243.0","104","2","0","0","0.0","1556"
"2015-10-22","GB","25-34","24","1770.0","50","15","0","0","0.0","1557"
"2015-10-22","GB","35-44","14","1155.0","50","6","0","0","0.0","1558"
"2015-10-22","IT","25-34","11","474.0","26","6","0","0","0.0","1559"
"2015-10-22","IT","35-44","16","415.0","32","10","0","0","0.0","1560"
"2015-10-22","US","18-24","56","5367.0","192","25","0","0","0.0","1561"
"2015-10-22","US","25-34","309","75060.0","1501","91","2","26","5300.59","1562"
"2015-10-22","US","35-44","233","37865.0","1180","84","5","15","7726.84","1563"
"2015-10-22","US","45-54","138","26248.0","826","40","0","0","0.0","1564"
"2015-10-22","US","55-64","125","18635.0","545","44","1","5","1870.42","1565"
"2015-10-22","US","65+","55","11410.0","264","27","2","9","2728.88","1566"
"2015-12-18","US","55-64","101","10903.0","372","44","0","0","0.0","2657"
"2015-12-18","US","65+","44","4878.0","191","21","0","0","0.0","2658"
"2016-07-31","US","35-44","79","17692.0","466","20","0","0","0.0","8422"
"2016-07-31","US","45-54","41","4650.0","191","17","0","0","0.0","8423"
"2016-07-31","US","55-64","22","6854.0","169","4","1","2","67.41","8424"
"2016-03-02","CA","25-34","19","2274.0","63","8","0","0","0.0","3962"
"2016-03-02","CA","35-44","14","1381.0","58","9","0","0","0.0","3963"
"2016-03-02","CA","45-54","11","2124.0","27","5","0","0","0.0","3964"
"2015-12-19","US","18-24","14","1984.0","75","6","0","0","0.0","2665"
"2015-12-19","US","25-34","90","13965.0","322","41","0","0","0.0","2666"
"2015-10-23","CA","35-44","13","3046.0","48","5","0","0","0.0","1578"
"2015-10-23","GB","25-34","11","37.0","14","8","0","0","0.0","1579"
"2015-10-23","GB","35-44","17","2143.0","109","7","0","0","0.0","1580"
"2015-10-23","IT","25-34","10","197.0","20","8","0","0","0.0","1581"
"2015-10-23","IT","35-44","17","2967.0","42","9","0","0","0.0","1582"
"2015-10-23","US","18-24","32","3478.0","136","12","0","0","0.0","1583"
"2015-10-23","US","25-34","204","44764.0","980","56","0","0","0.0","1584"
"2015-10-23","US","35-44","208","30487.0","929","69","2","3","1487.24","1585"
"2015-10-23","US","45-54","103","21732.0","576","25","0","0","0.0","1586"
"2015-10-23","US","55-64","68","12791.0","303","23","0","0","0.0","1587"
"2015-10-23","US","65+","36","3682.0","168","14","0","0","0.0","1588"
"2015-12-19","US","35-44","99","12831.0","338","52","1","1","362.06","2667"
"2015-12-19","US","45-54","70","8839.0","334","32","1","1","19.95","2668"
"2015-12-19","US","55-64","70","9528.0","294","36","0","0","0.0","2669"
"2015-12-19","US","65+","40","4308.0","149","17","0","0","0.0","2670"
"2016-03-02","GB","25-34","11","1750.0","26","5","0","0","0.0","3965"
"2016-03-02","GB","35-44","19","2138.0","31","10","0","0","0.0","3966"
"2016-03-02","IT","25-34","10","2443.0","45","2","0","0","0.0","3967"
"2015-10-24","GB","35-44","12","101.0","17","10","0","0","0.0","1596"
"2015-10-24","US","18-24","13","332.0","29","8","0","0","0.0","1597"
"2015-10-24","US","25-34","100","20627.0","567","31","2","7","628.14","1598"
"2015-10-24","US","35-44","103","18754.0","433","34","1","1","550.0","1599"
"2015-10-24","US","45-54","44","3729.0","176","14","0","0","0.0","1600"
"2015-10-24","US","55-64","35","8557.0","220","10","0","0","0.0","1601"
"2015-10-24","US","65+","29","5169.0","131","9","0","0","0.0","1602"
"2016-03-02","IT","35-44","15","1353.0","69","5","0","0","0.0","3968"
"2016-03-02","US","18-24","95","6087.0","260","47","0","0","0.0","3969"
"2016-03-02","US","25-34","431","104403.0","1810","173","4","9","2815.57","3970"
"2015-12-20","US","18-24","25","4341.0","70","15","0","0","0.0","2677"
"2015-12-20","US","25-34","82","13000.0","256","40","0","0","0.0","2678"
"2015-12-20","US","35-44","80","8806.0","282","38","0","0","0.0","2679"
"2015-12-20","US","45-54","57","6409.0","204","26","1","2","441.0","2680"
"2015-12-20","US","55-64","56","7105.0","171","29","0","0","0.0","2681"
"2015-10-25","GB","35-44","12","525.0","27","9","0","0","0.0","1611"
"2015-10-25","GB","45-54","10","708.0","25","6","0","0","0.0","1612"
"2015-10-25","US","18-24","19","4471.0","100","6","0","0","0.0","1613"
"2015-10-25","US","25-34","76","13465.0","358","33","0","0","0.0","1614"
"2015-10-25","US","35-44","82","8949.0","331","34","0","0","0.0","1615"
"2015-10-25","US","45-54","50","8260.0","285","15","0","0","0.0","1616"
"2015-10-25","US","55-64","48","8650.0","259","13","0","0","0.0","1617"
"2015-10-25","US","65+","23","5687.0","102","9","0","0","0.0","1618"
"2015-12-20","US","65+","27","6893.0","124","9","0","0","0.0","2682"
"2016-03-02","US","35-44","372","56600.0","1527","147","2","3","765.64","3971"
"2016-03-02","US","45-54","253","33931.0","956","122","0","0","0.0","3972"
"2016-03-02","US","55-64","255","14978.0","673","152","1","1","126.3","3973"
"2016-03-02","US","65+","279","16317.0","601","191","1","2","184.0","3974"
"2016-07-31","US","65+","14","4632.0","72","4","0","0","0.0","8425"
"2015-10-26","CA","25-34","20","5709.0","70","5","0","0","0.0","1631"
"2015-10-26","CA","45-54","12","2452.0","52","3","0","0","0.0","1632"
"2015-10-26","GB","25-34","22","1607.0","49","13","0","0","0.0","1633"
"2015-10-26","GB","35-44","16","1397.0","52","6","0","0","0.0","1634"
"2015-10-26","IT","25-34","24","3153.0","89","12","0","0","0.0","1635"
"2015-10-26","IT","35-44","15","1654.0","36","9","0","0","0.0","1636"
"2015-10-26","US","18-24","33","1723.0","93","11","0","0","0.0","1637"
"2015-10-26","US","25-34","216","48487.0","950","54","1","1","162.22","1638"
"2015-10-26","US","35-44","202","29602.0","911","63","2","10","1248.81","1639"
"2015-10-26","US","45-54","113","14849.0","459","23","0","0","0.0","1640"
"2015-10-26","US","55-64","75","12230.0","400","19","0","0","0.0","1641"
"2015-10-26","US","65+","31","3939.0","153","11","0","0","0.0","1642"
"2015-10-27","CA","25-34","15","3236.0","60","5","0","0","0.0","1657"
"2015-10-27","CA","35-44","12","2610.0","61","1","0","0","0.0","1658"
"2015-10-27","CA","45-54","10","299.0","34","5","0","0","0.0","1659"
"2015-10-27","CA","55-64","11","551.0","41","3","0","0","0.0","1660"
"2015-10-27","GB","25-34","22","2760.0","81","14","0","0","0.0","1661"
"2015-10-27","GB","35-44","19","1462.0","34","13","0","0","0.0","1662"
"2015-10-27","GB","45-54","12","985.0","51","6","0","0","0.0","1663"
"2015-10-27","IT","25-34","19","2089.0","45","11","0","0","0.0","1664"
"2015-10-27","US","18-24","26","3907.0","94","8","0","0","0.0","1665"
"2015-10-27","US","25-34","256","46262.0","1111","64","0","0","0.0","1666"
"2015-10-27","US","35-44","195","45215.0","967","52","3","5","801.61","1667"
"2015-10-27","US","45-54","112","14948.0","528","30","1","2","18.45","1668"
"2015-10-27","US","55-64","84","6967.0","326","26","0","0","0.0","1669"
"2015-10-27","US","65+","32","4977.0","126","12","1","5","2119.0","1670"
"2015-10-28","CA","25-34","17","2438.0","73","2","0","0","0.0","1683"
"2015-10-28","CA","35-44","15","4388.0","59","3","0","0","0.0","1684"
"2015-10-28","CA","45-54","11","895.0","36","2","0","0","0.0","1685"
"2015-10-28","GB","25-34","18","2158.0","52","5","0","0","0.0","1686"
"2015-10-28","IT","25-34","23","377.0","34","15","0","0","0.0","1687"
"2015-10-28","IT","35-44","25","2089.0","57","18","0","0","0.0","1688"
"2015-10-28","US","18-24","43","7285.0","208","16","0","0","0.0","1689"
"2015-10-28","US","25-34","216","43967.0","992","68","0","0","0.0","1690"
"2015-10-28","US","35-44","198","43484.0","925","50","1","8","3457.87","1691"
"2015-10-28","US","45-54","113","26282.0","590","19","1","1","30.43","1692"
"2015-10-28","US","55-64","93","11919.0","416","32","0","0","0.0","1693"
"2015-10-28","US","65+","34","7556.0","153","9","0","0","0.0","1694"
"2015-12-21","CA","25-34","10","765.0","25","4","0","0","0.0","2691"
"2015-12-21","IT","25-34","10","3275.0","49","3","0","0","0.0","2692"
"2015-12-21","US","18-24","46","17454.0","148","24","0","0","0.0","2693"
"2015-12-21","US","25-34","239","40216.0","1055","93","3","22","4997.23","2694"
"2015-10-29","CA","25-34","29","2680.0","138","8","0","0","0.0","1707"
"2015-10-29","CA","45-54","14","1076.0","59","7","0","0","0.0","1708"
"2015-10-29","GB","25-34","16","2233.0","58","11","0","0","0.0","1709"
"2015-10-29","GB","35-44","14","1052.0","31","8","0","0","0.0","1710"
"2015-10-29","IT","25-34","12","3580.0","116","2","0","0","0.0","1711"
"2015-10-29","IT","35-44","20","5839.0","117","6","0","0","0.0","1712"
"2015-10-29","US","18-24","44","16409.0","294","13","1","3","1438.24","1713"
"2015-10-29","US","25-34","218","37984.0","1019","67","0","0","0.0","1714"
"2015-10-29","US","35-44","219","47488.0","1029","61","0","0","0.0","1715"
"2015-10-29","US","45-54","149","21592.0","697","45","2","2","761.32","1716"
"2015-10-29","US","55-64","76","8933.0","355","30","0","0","0.0","1717"
"2015-10-29","US","65+","49","6487.0","184","16","0","0","0.0","1718"
"2015-12-21","US","35-44","168","42624.0","799","59","4","7","3728.93","2695"
"2015-12-21","US","45-54","97","12732.0","453","32","0","0","0.0","2696"
"2015-12-21","US","55-64","102","16857.0","381","46","1","2","51.11","2697"
"2015-12-21","US","65+","65","12568.0","273","26","1","34","348.0","2698"
"2015-07-13","CA","25-34","20","10358.0","318","1","0","0","0.0","6709"
"2016-06-07","CA","25-34","22","2739.0","67","7","0","0","0.0","5838"
"2016-06-07","CA","35-44","17","833.0","68","6","0","0","0.0","5839"
"2016-06-07","FR","25-34","20","393.0","35","15","0","0","0.0","5840"
"2016-06-07","FR","35-44","24","1710.0","59","15","0","0","0.0","5841"
"2015-12-22","US","18-24","52","9162.0","190","17","0","0","0.0","2705"
"2015-12-22","US","25-34","250","47137.0","1060","95","0","0","0.0","2706"
"2015-10-30","CA","25-34","23","2872.0","108","8","0","0","0.0","1731"
"2015-10-30","CA","35-44","18","4110.0","104","6","0","0","0.0","1732"
"2015-10-30","FR","25-34","10","597.0","23","5","0","0","0.0","1733"
"2015-10-30","GB","25-34","14","301.0","33","6","0","0","0.0","1734"
"2015-10-30","IT","25-34","19","2355.0","90","10","0","0","0.0","1735"
"2015-10-30","IT","35-44","16","2370.0","42","6","0","0","0.0","1736"
"2015-10-30","US","18-24","30","3339.0","163","8","0","0","0.0","1737"
"2015-10-30","US","25-34","227","45984.0","1066","64","0","0","0.0","1738"
"2015-10-30","US","35-44","183","27610.0","777","60","2","3","1057.08","1739"
"2015-10-30","US","45-54","92","14732.0","390","43","0","0","0.0","1740"
"2015-10-30","US","55-64","85","13662.0","406","28","0","0","0.0","1741"
"2015-10-30","US","65+","41","7739.0","201","11","1","1","196.0","1742"
"2015-12-22","US","35-44","162","35830.0","728","55","1","1","28.25","2707"
"2015-12-22","US","45-54","106","16668.0","388","35","0","0","0.0","2708"
"2015-12-22","US","55-64","90","13473.0","304","43","0","0","0.0","2709"
"2015-12-22","US","65+","44","3967.0","149","19","0","0","0.0","2710"
"2016-06-07","IT","25-34","26","8013.0","134","14","0","0","0.0","5842"
"2016-06-07","US","18-24","49","11232.0","283","15","1","4","713.0","5843"
"2015-10-31","US","18-24","17","3524.0","109","6","0","0","0.0","1749"
"2015-10-31","US","25-34","83","15176.0","356","31","0","0","0.0","1750"
"2015-10-31","US","35-44","94","16328.0","341","32","1","1","33.66","1751"
"2015-10-31","US","45-54","57","6843.0","235","23","0","0","0.0","1752"
"2015-10-31","US","55-64","57","4810.0","278","16","0","0","0.0","1753"
"2015-10-31","US","65+","26","3232.0","98","11","1","5","54.95","1754"
"2016-06-07","US","25-34","231","43987.0","1127","67","0","0","0.0","5844"
"2016-06-07","US","35-44","156","25097.0","814","34","1","1","1100.75","5845"
"2016-03-03","CA","25-34","30","9585.0","124","6","0","0","0.0","3989"
"2016-03-03","CA","35-44","13","1219.0","29","9","0","0","0.0","3990"
"2015-12-23","US","18-24","36","10042.0","152","13","1","1","340.34","2717"
"2015-12-23","US","25-34","193","27461.0","748","82","3","8","1883.32","2718"
"2015-11-01","US","18-24","24","1034.0","69","13","0","0","0.0","1761"
"2015-11-01","US","25-34","80","10366.0","311","33","0","0","0.0","1762"
"2015-11-01","US","35-44","77","9659.0","334","28","0","0","0.0","1763"
"2015-11-01","US","45-54","57","3814.0","202","30","0","0","0.0","1764"
"2015-11-01","US","55-64","64","12281.0","344","27","0","0","0.0","1765"
"2015-11-01","US","65+","31","3829.0","174","7","0","0","0.0","1766"
"2015-12-23","US","35-44","159","47186.0","868","58","3","10","3803.55","2719"
"2015-12-23","US","45-54","102","18025.0","356","46","0","0","0.0","2720"
"2015-12-23","US","55-64","70","6698.0","186","40","0","0","0.0","2721"
"2015-12-23","US","65+","57","7151.0","178","28","0","0","0.0","2722"
"2016-03-03","CA","45-54","14","705.0","43","5","0","0","0.0","3991"
"2016-03-03","FR","25-34","14","3370.0","44","8","0","0","0.0","3992"
"2016-03-03","GB","25-34","13","386.0","36","7","0","0","0.0","3993"
"2015-12-24","US","18-24","19","8098.0","84","9","0","0","0.0","2729"
"2015-12-24","US","25-34","65","9164.0","266","31","1","1","2545.75","2730"
"2015-11-02","CA","25-34","31","5209.0","114","6","0","0","0.0","1779"
"2015-11-02","CA","35-44","18","1593.0","102","3","0","0","0.0","1780"
"2015-11-02","CA","45-54","11","3032.0","52","3","0","0","0.0","1781"
"2015-11-02","GB","25-34","16","306.0","29","10","0","0","0.0","1782"
"2015-11-02","GB","35-44","18","2781.0","92","9","0","0","0.0","1783"
"2015-11-02","IT","25-34","11","2271.0","62","3","0","0","0.0","1784"
"2015-11-02","US","18-24","45","13297.0","247","14","0","0","0.0","1785"
"2015-11-02","US","25-34","255","36402.0","1308","58","0","0","0.0","1786"
"2015-11-02","US","35-44","196","35543.0","984","58","2","7","202.69","1787"
"2015-11-02","US","45-54","108","15897.0","494","28","3","3","293.78","1788"
"2015-11-02","US","55-64","82","14767.0","424","27","0","0","0.0","1789"
"2015-11-02","US","65+","35","4402.0","145","16","1","2","117.95","1790"
"2015-12-24","US","35-44","70","7357.0","172","40","1","1","152.25","2731"
"2015-12-24","US","45-54","42","4623.0","175","20","0","0","0.0","2732"
"2015-12-24","US","55-64","32","2040.0","73","22","0","0","0.0","2733"
"2015-12-24","US","65+","29","1806.0","84","20","0","0","0.0","2734"
"2015-12-25","US","18-24","21","1030.0","59","8","0","0","0.0","2741"
"2015-12-25","US","25-34","63","13004.0","271","33","0","0","0.0","2742"
"2015-12-25","US","35-44","50","6711.0","148","26","0","0","0.0","2743"
"2015-12-25","US","45-54","41","4776.0","166","20","0","0","0.0","2744"
"2015-12-25","US","55-64","40","4621.0","228","17","0","0","0.0","2745"
"2015-12-25","US","65+","22","1762.0","35","15","0","0","0.0","2746"
"2016-03-03","GB","35-44","17","991.0","31","10","0","0","0.0","3994"
"2015-12-26","US","18-24","26","6443.0","104","8","1","2","300.0","2753"
"2015-12-26","US","25-34","58","5442.0","241","31","0","0","0.0","2754"
"2015-12-26","US","35-44","68","11851.0","250","28","1","1","1089.53","2755"
"2015-12-26","US","45-54","50","6047.0","195","26","1","1","485.05","2756"
"2015-11-03","CA","25-34","38","13184.0","176","5","0","0","0.0","1803"
"2015-11-03","CN","25-34","11","5334.0","50","2","0","0","0.0","1804"
"2015-11-03","GB","25-34","16","5284.0","101","6","0","0","0.0","1805"
"2015-11-03","GB","35-44","17","1596.0","65","10","0","0","0.0","1806"
"2015-11-03","GB","45-54","11","56.0","16","9","0","0","0.0","1807"
"2015-11-03","IT","25-34","15","3089.0","39","8","0","0","0.0","1808"
"2015-11-03","US","18-24","71","10024.0","340","26","1","30","206.81","1809"
