"date","countryIsoCode","userAgeBracket","sessions","sessionDuration","pageviews","bounces","transactions","itemQuantity","transactionRevenue","id"
"2016-07-24","US","18-24","33","2846.0","98","18","0","0","0.0","7391"
"2016-07-24","US","25-34","57","8791.0","185","24","0","0","0.0","7392"
"2016-07-24","US","35-44","47","12687.0","245","17","0","0","0.0","7393"
"2016-07-24","US","45-54","41","7555.0","149","18","1","5","54.44","7394"
"2016-07-24","US","55-64","27","5940.0","165","4","0","0","0.0","7395"
"2016-07-24","US","65+","13","2082.0","83","4","0","0","0.0","7396"
"2015-09-28","CA","25-34","44","9860.0","237","8","0","0","0.0","1029"
"2015-09-28","CA","35-44","32","7336.0","223","8","0","0","0.0","1030"
"2015-09-28","CA","45-54","22","1365.0","89","6","0","0","0.0","1031"
"2015-09-28","GB","25-34","12","3368.0","45","4","0","0","0.0","1032"
"2015-09-28","GB","35-44","13","1958.0","34","4","0","0","0.0","1033"
"2016-07-27","AU","25-34","12","1158.0","21","6","0","0","0.0","7914"
"2016-07-27","CA","25-34","30","6748.0","140","10","0","0","0.0","7915"
"2016-07-27","CA","35-44","17","5030.0","47","6","0","0","0.0","7916"
"2016-07-27","GB","35-44","13","135.0","22","8","0","0","0.0","7917"
"2016-07-27","IT","25-34","17","729.0","35","7","0","0","0.0","7918"
"2015-09-28","GB","45-54","11","1897.0","38","5","0","0","0.0","1034"
"2015-09-28","IT","25-34","14","567.0","48","5","0","0","0.0","1035"
"2015-09-28","IT","35-44","13","699.0","44","8","0","0","0.0","1036"
"2015-09-28","US","18-24","23","6852.0","137","10","0","0","0.0","1037"
"2015-09-28","US","25-34","190","44669.0","1134","44","2","24","5163.25","1038"
"2015-09-28","US","35-44","164","34934.0","855","44","1","1","64.0","1039"
"2015-09-28","US","45-54","114","22006.0","715","29","2","4","959.05","1040"
"2015-09-28","US","55-64","66","12187.0","272","20","0","0","0.0","1041"
"2016-07-27","US","18-24","51","3586.0","132","21","0","0","0.0","7919"
"2016-07-27","US","25-34","221","42828.0","1078","65","1","2","185.3","7920"
"2016-07-27","US","35-44","120","29112.0","666","28","0","0","0.0","7921"
"2016-07-27","US","45-54","79","22739.0","484","13","0","0","0.0","7922"
"2016-07-27","US","55-64","49","9418.0","224","12","0","0","0.0","7923"
"2016-07-30","US","18-24","21","1448.0","75","8","0","0","0.0","8408"
"2016-07-30","US","25-34","52","5486.0","165","23","0","0","0.0","8409"
"2016-07-30","US","35-44","60","12262.0","368","20","1","1","402.84","8410"
"2015-09-28","US","65+","22","4842.0","145","2","0","0","0.0","1042"
"2015-12-09","CA","25-34","28","1973.0","114","7","0","0","0.0","2483"
"2015-12-09","CA","35-44","11","1130.0","59","4","0","0","0.0","2484"
"2015-12-09","CA","45-54","11","937.0","40","5","1","2","209.95","2485"
"2015-12-09","IT","35-44","17","3666.0","84","10","0","0","0.0","2486"
"2015-12-09","US","18-24","60","9957.0","289","25","0","0","0.0","2487"
"2015-12-09","US","25-34","283","57921.0","1351","76","2","2","423.53","2488"
"2015-12-09","US","35-44","203","44219.0","1051","52","2","3","346.12","2489"
"2015-12-09","US","45-54","110","43775.0","549","40","1","4","78.48","2490"
"2015-12-09","US","55-64","109","22054.0","454","47","1","12","78.39","2491"
"2015-08-04","CA","25-34","27","1999.0","217","0","0","0","0.0","43"
"2015-08-04","CA","35-44","24","10795.0","315","0","0","0","0.0","44"
"2015-08-04","GB","25-34","11","2596.0","45","0","0","0","0.0","45"
"2015-08-04","GB","35-44","16","4286.0","96","0","0","0","0.0","46"
"2015-08-04","US","18-24","36","7790.0","243","0","0","0","0.0","47"
"2015-08-04","US","25-34","213","59406.0","2561","5","1","4","1403.0","48"
"2015-08-04","US","35-44","144","27432.0","1563","2","4","8","1970.5","49"
"2015-08-04","US","45-54","81","17989.0","787","1","1","1","65.0","50"
"2015-08-04","US","55-64","56","7884.0","482","1","1","2","10.0","51"
"2015-08-04","US","65+","27","6687.0","297","1","1","6","54.0","52"
"2015-12-09","US","65+","41","3179.0","153","20","0","0","0.0","2492"
"2016-02-27","IT","25-34","14","3228.0","67","6","0","0","0.0","3883"
"2016-02-27","IT","35-44","18","1624.0","31","14","0","0","0.0","3884"
"2016-02-27","US","18-24","31","2247.0","93","10","0","0","0.0","3885"
"2015-09-29","CA","25-34","28","13617.0","201","7","0","0","0.0","1056"
"2015-09-29","CA","35-44","34","3025.0","156","12","0","0","0.0","1057"
"2015-08-05","CA","25-34","27","3983.0","173","1","0","0","0.0","61"
"2015-08-05","CA","35-44","18","1688.0","143","0","0","0","0.0","62"
"2015-08-05","US","18-24","36","14702.0","376","0","0","0","0.0","63"
"2015-08-05","US","25-34","190","41934.0","1886","3","0","0","0.0","64"
"2015-08-05","US","35-44","125","22224.0","1212","4","0","0","0.0","65"
"2015-08-05","US","45-54","107","26009.0","1144","0","2","2","1040.0","66"
"2015-08-05","US","55-64","44","4255.0","352","0","0","0","0.0","67"
"2015-08-05","US","65+","21","4623.0","296","0","0","0","0.0","68"
"2015-08-06","CA","25-34","17","875.0","143","0","0","0","0.0","78"
"2015-08-06","CA","35-44","24","4257.0","315","0","0","0","0.0","79"
"2015-08-06","GB","35-44","14","4275.0","108","0","0","0","0.0","80"
"2015-08-06","US","18-24","46","22894.0","424","0","0","0","0.0","81"
"2015-08-06","US","25-34","184","40432.0","1645","4","1","3","150.0","82"
"2015-08-06","US","35-44","124","32754.0","1512","1","2","2","275.0","83"
"2015-08-06","US","45-54","83","13280.0","682","3","1","3","1360.0","84"
"2015-08-06","US","55-64","58","14211.0","518","2","0","0","0.0","85"
"2015-08-06","US","65+","30","10086.0","351","2","0","0","0.0","86"
"2015-08-07","CA","25-34","21","2918.0","243","0","0","0","0.0","96"
"2015-08-07","CA","35-44","15","1354.0","199","0","0","0","0.0","97"
"2015-08-07","GB","25-34","13","3690.0","150","0","0","0","0.0","98"
"2015-08-07","US","18-24","23","13263.0","194","0","0","0","0.0","99"
"2015-08-07","US","25-34","141","36400.0","1416","3","0","0","0.0","100"
"2015-08-07","US","35-44","126","24800.0","1441","2","0","0","0.0","101"
"2015-08-07","US","45-54","64","13777.0","529","1","0","0","0.0","102"
"2015-08-07","US","55-64","47","7934.0","308","1","0","0","0.0","103"
"2015-08-07","US","65+","24","3748.0","239","0","0","0","0.0","104"
"2015-08-08","CA","25-34","15","13941.0","310","0","0","0","0.0","111"
"2015-08-08","US","25-34","45","9314.0","413","1","0","0","0.0","112"
"2015-08-08","US","35-44","54","12598.0","686","0","0","0","0.0","113"
"2015-08-08","US","45-54","35","7305.0","333","2","0","0","0.0","114"
"2015-08-08","US","55-64","44","11713.0","402","0","1","2","20.0","115"
"2015-08-08","US","65+","23","2194.0","109","1","0","0","0.0","116"
"2015-08-09","GB","35-44","12","2228.0","62","1","0","0","0.0","123"
"2015-08-09","US","25-34","44","6039.0","507","2","0","0","0.0","124"
"2015-08-09","US","35-44","47","6678.0","481","0","1","1","275.0","125"
"2015-08-09","US","45-54","36","4195.0","255","0","0","0","0.0","126"
"2015-08-09","US","55-64","42","6755.0","302","3","0","0","0.0","127"
"2015-08-09","US","65+","17","4512.0","120","0","0","0","0.0","128"
"2015-09-29","CA","45-54","19","6259.0","143","2","0","0","0.0","1058"
"2015-08-10","CA","25-34","36","15246.0","539","0","0","0","0.0","138"
"2015-08-10","CA","35-44","20","3084.0","132","0","0","0","0.0","139"
"2015-08-10","CA","45-54","11","945.0","70","0","0","0","0.0","140"
"2015-08-10","US","18-24","42","3516.0","247","0","1","3","18.0","141"
"2015-08-10","US","25-34","167","22396.0","1739","2","1","1","165.0","142"
"2015-08-10","US","35-44","139","32658.0","1721","3","0","0","0.0","143"
"2015-08-10","US","45-54","92","15036.0","883","0","0","0","0.0","144"
"2015-08-10","US","55-64","57","13240.0","624","2","0","0","0.0","145"
"2015-08-10","US","65+","26","4339.0","232","0","0","0","0.0","146"
"2015-09-29","ES","25-34","10","1045.0","16","8","0","0","0.0","1059"
"2015-09-29","GB","25-34","20","821.0","81","9","0","0","0.0","1060"
"2015-09-29","GB","35-44","18","291.0","40","12","0","0","0.0","1061"
"2015-09-29","IT","35-44","14","290.0","28","11","0","0","0.0","1062"
"2015-09-29","US","18-24","17","2607.0","83","5","0","0","0.0","1063"
"2015-09-29","US","25-34","209","56917.0","1148","54","2","27","5623.87","1064"
"2015-09-29","US","35-44","159","29009.0","790","35","1","23","2930.37","1065"
"2015-09-29","US","45-54","95","14748.0","363","37","3","31","4674.67","1066"
"2015-09-29","US","55-64","69","13224.0","289","23","0","0","0.0","1067"
"2015-09-29","US","65+","28","4026.0","136","7","0","0","0.0","1068"
"2015-08-11","CA","25-34","37","11797.0","403","0","0","0","0.0","157"
"2015-08-11","CA","35-44","17","4057.0","160","0","0","0","0.0","158"
"2015-08-11","CA","45-54","13","580.0","65","1","0","0","0.0","159"
"2015-08-11","GB","25-34","10","1171.0","83","0","0","0","0.0","160"
"2015-08-11","US","18-24","29","2542.0","217","1","0","0","0.0","161"
"2015-08-11","US","25-34","182","39388.0","1560","3","1","1","445.0","162"
"2015-08-11","US","35-44","150","33192.0","1683","3","1","1","50.0","163"
"2015-08-11","US","45-54","89","21139.0","913","1","0","0","0.0","164"
"2015-08-11","US","55-64","78","16806.0","763","2","1","1","1425.0","165"
"2015-08-11","US","65+","34","9951.0","240","3","1","1","142.0","166"
"2016-02-27","US","25-34","83","9507.0","253","36","1","3","48.88","3886"
"2015-08-12","CA","25-34","29","3616.0","182","0","0","0","0.0","177"
"2015-08-12","CA","35-44","18","1804.0","141","1","0","0","0.0","178"
"2015-08-12","GB","25-34","16","169.0","57","0","0","0","0.0","179"
"2015-08-12","GB","35-44","10","1627.0","28","0","0","0","0.0","180"
"2015-08-12","US","18-24","32","7243.0","276","0","1","1","445.0","181"
"2015-08-12","US","25-34","158","28804.0","1711","2","1","4","81.0","182"
"2015-08-12","US","35-44","144","27361.0","1600","1","2","6","1804.5","183"
"2015-08-12","US","45-54","82","15807.0","709","1","1","2","1390.0","184"
"2015-08-12","US","55-64","92","24752.0","1055","2","2","5","1026.0","185"
"2015-08-12","US","65+","23","1764.0","183","0","1","1","12.0","186"
"2015-08-13","CA","25-34","42","10790.0","507","1","0","0","0.0","197"
"2015-08-13","CA","35-44","16","5127.0","278","0","0","0","0.0","198"
"2015-08-13","GB","25-34","14","622.0","59","0","0","0","0.0","199"
"2015-08-13","GB","35-44","13","254.0","61","0","0","0","0.0","200"
"2015-08-13","US","18-24","27","1497.0","185","0","0","0","0.0","201"
"2015-08-13","US","25-34","172","30448.0","1682","1","1","5","402.0","202"
"2015-08-13","US","35-44","127","20040.0","1224","0","1","1","495.0","203"
"2015-08-13","US","45-54","62","9540.0","457","0","1","1","295.0","204"
"2015-08-13","US","55-64","62","9744.0","530","1","2","2","165.0","205"
"2015-08-13","US","65+","33","4729.0","329","0","0","0","0.0","206"
"2015-08-14","CA","25-34","23","3288.0","186","0","0","0","0.0","216"
"2015-08-14","CA","45-54","17","1930.0","153","0","0","0","0.0","217"
"2015-08-14","GB","35-44","16","3059.0","151","0","0","0","0.0","218"
"2015-08-14","US","18-24","21","3570.0","275","1","0","0","0.0","219"
"2015-08-14","US","25-34","134","27596.0","1478","1","2","21","440.0","220"
"2015-08-14","US","35-44","127","34051.0","1488","2","1","6","228.0","221"
"2015-08-14","US","45-54","62","15853.0","539","0","1","5","243.0","222"
"2015-08-14","US","55-64","67","13700.0","730","1","0","0","0.0","223"
"2015-08-14","US","65+","33","4555.0","371","0","0","0","0.0","224"
"2015-08-15","CA","25-34","23","7841.0","209","0","0","0","0.0","233"
"2015-08-15","CA","35-44","13","1122.0","90","0","0","0","0.0","234"
"2015-08-15","CA","45-54","14","3512.0","151","1","0","0","0.0","235"
"2015-08-15","US","25-34","95","21873.0","978","2","1","2","535.0","236"
"2015-08-15","US","35-44","77","14602.0","557","3","1","1","50.0","237"
"2015-08-15","US","45-54","44","4412.0","301","0","0","0","0.0","238"
"2015-08-15","US","55-64","43","6095.0","384","1","1","10","30.0","239"
"2015-08-15","US","65+","16","3296.0","140","0","0","0","0.0","240"
"2015-08-16","CA","25-34","12","1521.0","44","0","0","0","0.0","248"
"2015-08-16","US","18-24","13","2990.0","132","0","0","0","0.0","249"
"2015-08-16","US","25-34","52","12756.0","488","1","1","1","10.0","250"
"2015-08-16","US","35-44","67","13409.0","742","0","1","6","60.0","251"
"2015-08-16","US","45-54","43","9476.0","413","0","0","0","0.0","252"
"2015-08-16","US","55-64","53","6643.0","477","0","1","2","8.0","253"
"2015-08-16","US","65+","29","7894.0","318","0","0","0","0.0","254"
"2015-08-17","CA","25-34","30","7367.0","285","0","0","0","0.0","264"
"2015-08-17","CA","35-44","12","1175.0","94","0","0","0","0.0","265"
"2015-08-17","GB","25-34","11","1248.0","57","1","0","0","0.0","266"
"2015-08-17","US","18-24","37","5646.0","281","1","0","0","0.0","267"
"2015-08-17","US","25-34","195","39692.0","1983","4","0","0","0.0","268"
"2015-08-17","US","35-44","144","24744.0","1381","0","1","1","12.0","269"
"2015-08-17","US","45-54","64","19545.0","546","1","2","4","466.0","270"
"2015-08-17","US","55-64","68","14608.0","643","0","0","0","0.0","271"
"2015-08-17","US","65+","25","3917.0","192","0","0","0","0.0","272"
"2015-08-18","CA","25-34","23","7462.0","206","0","0","0","0.0","283"
"2015-08-18","CA","35-44","24","3093.0","229","0","0","0","0.0","284"
"2015-08-18","CN","25-34","10","5025.0","178","0","0","0","0.0","285"
"2015-08-18","GB","25-34","10","183.0","35","0","0","0","0.0","286"
"2015-08-18","US","18-24","36","6173.0","206","0","0","0","0.0","287"
"2015-08-18","US","25-34","163","25425.0","1519","3","0","0","0.0","288"
"2015-08-18","US","35-44","165","33153.0","2010","1","0","0","0.0","289"
"2015-08-18","US","45-54","75","13351.0","934","1","1","6","568.0","290"
"2015-08-18","US","55-64","75","11373.0","562","0","0","0","0.0","291"
"2015-08-18","US","65+","21","5186.0","196","0","1","2","8.0","292"
"2016-02-27","US","35-44","118","15686.0","510","43","0","0","0.0","3887"
"2016-02-27","US","45-54","86","31698.0","388","40","1","1","93.63","3888"
"2016-02-27","US","55-64","65","13611.0","413","21","0","0","0.0","3889"
"2016-02-27","US","65+","34","3310.0","100","12","0","0","0.0","3890"
"2016-07-30","US","45-54","31","3552.0","117","12","0","0","0.0","8411"
"2016-07-30","US","55-64","27","2446.0","111","11","0","0","0.0","8412"
"2016-07-30","US","65+","24","2789.0","111","7","0","0","0.0","8413"
"2015-12-10","CA","25-34","20","1845.0","89","4","0","0","0.0","2504"
"2015-08-19","CA","25-34","41","9143.0","484","0","0","0","0.0","303"
"2015-08-19","CA","35-44","18","7411.0","266","0","0","0","0.0","304"
"2015-08-19","GB","25-34","19","1706.0","84","0","0","0","0.0","305"
"2015-08-19","GB","35-44","13","158.0","45","0","0","0","0.0","306"
"2015-08-19","US","18-24","46","6671.0","300","4","0","0","0.0","307"
"2015-08-19","US","25-34","189","32727.0","1856","3","0","0","0.0","308"
"2015-08-19","US","35-44","142","27689.0","1310","1","1","1","142.0","309"
"2015-08-19","US","45-54","92","13516.0","845","0","0","0","0.0","310"
"2015-08-19","US","55-64","64","8827.0","636","0","2","5","394.0","311"
"2015-08-19","US","65+","14","2683.0","148","0","0","0","0.0","312"
"2015-12-10","CA","35-44","20","2425.0","72","5","0","0","0.0","2505"
"2015-12-10","CA","45-54","16","4656.0","70","2","0","0","0.0","2506"
"2015-12-10","GB","35-44","16","235.0","29","8","0","0","0.0","2507"
"2015-08-20","CA","25-34","46","7222.0","485","1","0","0","0.0","323"
"2015-08-20","CA","35-44","20","882.0","133","0","0","0","0.0","324"
"2015-08-20","CA","45-54","13","7073.0","142","0","0","0","0.0","325"
"2015-08-20","GB","25-34","18","653.0","116","0","0","0","0.0","326"
"2015-08-20","US","18-24","42","10491.0","329","2","1","4","32.0","327"
"2015-08-20","US","25-34","181","42335.0","1772","2","1","1","142.0","328"
"2015-08-20","US","35-44","144","24095.0","1288","3","1","2","67.25","329"
"2015-08-20","US","45-54","101","17195.0","1135","1","2","2","66.6","330"
"2015-08-20","US","55-64","67","7073.0","534","0","0","0","0.0","331"
"2015-08-20","US","65+","27","2621.0","234","0","0","0","0.0","332"
"2015-08-21","CA","25-34","37","12156.0","487","0","0","0","0.0","343"
"2015-08-21","CA","35-44","12","2583.0","164","0","0","0","0.0","344"
"2015-08-21","CA","45-54","14","1765.0","170","0","0","0","0.0","345"
"2015-08-21","GB","25-34","11","35.0","29","0","0","0","0.0","346"
"2015-08-21","US","18-24","40","11386.0","276","3","0","0","0.0","347"
"2015-08-21","US","25-34","151","23267.0","1293","2","1","5","1678.75","348"
"2015-08-21","US","35-44","111","24683.0","1341","1","1","2","205.0","349"
"2015-08-21","US","45-54","95","26760.0","1251","0","0","0","0.0","350"
"2015-08-21","US","55-64","47","10095.0","448","0","1","1","264.0","351"
"2015-08-21","US","65+","27","2496.0","151","1","0","0","0.0","352"
"2015-08-22","CA","25-34","19","4564.0","181","0","0","0","0.0","360"
"2015-08-22","US","18-24","16","4724.0","106","0","1","1","349.0","361"
"2015-08-22","US","25-34","79","8621.0","625","1","1","1","545.0","362"
"2015-08-22","US","35-44","58","8932.0","620","0","1","6","1197.0","363"
"2015-08-22","US","45-54","45","6855.0","518","1","0","0","0.0","364"
"2015-08-22","US","55-64","41","5012.0","379","0","0","0","0.0","365"
"2015-08-22","US","65+","17","3380.0","190","0","0","0","0.0","366"
"2015-08-23","US","18-24","13","643.0","82","0","0","0","0.0","373"
"2015-08-23","US","25-34","68","12678.0","836","0","0","0","0.0","374"
"2015-08-23","US","35-44","82","18556.0","836","1","0","0","0.0","375"
"2015-08-23","US","45-54","46","9416.0","581","0","1","1","65.0","376"
"2015-08-23","US","55-64","60","10322.0","757","0","0","0","0.0","377"
"2015-08-23","US","65+","47","8213.0","428","0","0","0","0.0","378"
"2015-08-24","CA","25-34","47","15890.0","716","0","0","0","0.0","388"
"2015-08-24","CA","35-44","15","2066.0","111","0","0","0","0.0","389"
"2015-08-24","GB","25-34","13","3275.0","148","0","0","0","0.0","390"
"2015-08-24","US","18-24","41","16997.0","344","0","0","0","0.0","391"
"2015-08-24","US","25-34","192","38080.0","1682","4","3","3","895.45","392"
"2015-08-24","US","35-44","120","47629.0","1515","1","4","62","231.95","393"
"2015-08-24","US","45-54","85","10324.0","612","1","2","2","240.0","394"
"2015-08-24","US","55-64","76","20665.0","820","1","2","2","24.64","395"
"2015-08-24","US","65+","39","7352.0","299","0","2","2","728.97","396"
"2015-08-25","CA","25-34","37","11199.0","390","0","0","0","0.0","408"
"2015-08-25","CA","35-44","21","3823.0","301","0","0","0","0.0","409"
"2015-08-25","CA","45-54","20","7757.0","263","0","0","0","0.0","410"
"2015-08-25","GB","25-34","15","3376.0","155","0","0","0","0.0","411"
"2015-08-25","GB","45-54","16","1224.0","131","0","0","0","0.0","412"
"2015-08-25","US","18-24","34","9803.0","263","0","1","13","2683.7","413"
"2015-08-25","US","25-34","218","53974.0","2248","4","4","6","3511.2","414"
"2015-08-25","US","35-44","147","38630.0","1565","1","4","54","1023.18","415"
"2015-08-25","US","45-54","82","21385.0","899","0","2","2","65.14","416"
"2015-08-25","US","55-64","64","15241.0","668","1","0","0","0.0","417"
"2015-08-25","US","65+","40","8606.0","460","1","1","1","429.82","418"
"2015-08-26","CA","25-34","57","9279.0","577","0","0","0","0.0","430"
"2015-08-26","CA","35-44","26","6768.0","284","0","0","0","0.0","431"
"2015-08-26","CA","45-54","14","4007.0","221","1","0","0","0.0","432"
"2015-08-26","CN","25-34","13","5671.0","199","0","0","0","0.0","433"
"2015-08-26","GB","25-34","21","771.0","103","1","0","0","0.0","434"
"2015-08-26","US","18-24","34","5283.0","217","1","0","0","0.0","435"
"2015-08-26","US","25-34","160","39593.0","1710","2","2","8","25.45","436"
"2015-08-26","US","35-44","151","35779.0","1509","1","0","0","0.0","437"
"2015-08-26","US","45-54","82","14582.0","750","3","0","0","0.0","438"
"2015-08-26","US","55-64","76","9865.0","694","0","2","2","318.0","439"
"2015-08-26","US","65+","31","4584.0","237","0","0","0","0.0","440"
"2015-08-27","CA","25-34","30","4472.0","351","0","0","0","0.0","450"
"2015-08-27","CA","35-44","18","1914.0","194","0","0","0","0.0","451"
"2015-08-27","GB","25-34","11","2480.0","192","0","0","0","0.0","452"
"2015-08-27","US","18-24","36","10713.0","366","0","0","0","0.0","453"
"2015-08-27","US","25-34","157","27656.0","1596","0","0","0","0.0","454"
"2015-08-27","US","35-44","151","22024.0","1438","6","5","22","3160.47","455"
"2015-08-27","US","45-54","116","20985.0","1167","3","1","1","348.3","456"
"2015-08-27","US","55-64","49","5464.0","380","2","0","0","0.0","457"
"2015-08-27","US","65+","32","3303.0","271","1","0","0","0.0","458"
"2015-09-30","CA","25-34","44","6408.0","203","10","0","0","0.0","1081"
"2015-09-30","CA","35-44","36","3903.0","169","10","0","0","0.0","1082"
"2015-09-30","CA","55-64","15","669.0","49","2","0","0","0.0","1083"
"2015-09-30","GB","35-44","19","407.0","37","9","0","0","0.0","1084"
"2015-09-30","IT","25-34","14","822.0","52","6","0","0","0.0","1085"
"2015-09-30","IT","35-44","20","2085.0","110","11","0","0","0.0","1086"
"2015-09-30","US","18-24","30","6383.0","162","8","0","0","0.0","1087"
"2015-09-30","US","25-34","200","38819.0","1081","57","0","0","0.0","1088"
"2015-09-30","US","35-44","193","40257.0","1136","42","2","33","10923.21","1089"
"2015-08-28","CA","25-34","27","2617.0","280","0","0","0","0.0","470"
"2015-08-28","CA","35-44","17","6613.0","202","0","0","0","0.0","471"
"2015-08-28","CA","45-54","10","1337.0","89","0","0","0","0.0","472"
"2015-08-28","GB","25-34","14","2594.0","131","2","0","0","0.0","473"
"2015-08-28","GB","35-44","14","414.0","57","0","0","0","0.0","474"
"2015-08-28","US","18-24","28","6010.0","220","1","1","1","291.92","475"
"2015-08-28","US","25-34","184","42636.0","1878","7","2","2","100.0","476"
"2015-08-28","US","35-44","113","21374.0","1148","2","4","20","5793.2","477"
"2015-08-28","US","45-54","102","19146.0","989","3","1","4","368.77","478"
"2015-08-28","US","55-64","62","11955.0","534","2","2","4","2700.0","479"
"2015-08-28","US","65+","29","2428.0","210","1","0","0","0.0","480"
"2015-09-30","US","45-54","92","25840.0","519","24","1","5","2223.45","1090"
"2015-09-30","US","55-64","86","18980.0","377","25","2","14","10066.01","1091"
"2015-09-30","US","65+","44","8322.0","215","8","0","0","0.0","1092"
"2015-12-10","IT","25-34","13","244.0","34","10","0","0","0.0","2508"
"2015-12-10","US","18-24","68","12560.0","245","20","0","0","0.0","2509"
"2015-12-10","US","25-34","248","46702.0","1281","68","2","3","1421.61","2510"
"2015-12-10","US","35-44","172","49781.0","771","59","2","5","591.2","2511"
"2015-08-29","CA","35-44","17","3204.0","158","0","0","0","0.0","488"
"2015-08-29","CA","45-54","12","1434.0","186","0","0","0","0.0","489"
"2015-08-29","US","25-34","54","9415.0","388","0","0","0","0.0","490"
"2015-08-29","US","35-44","80","11557.0","662","0","2","2","740.0","491"
"2015-08-29","US","45-54","39","5246.0","480","0","0","0","0.0","492"
"2015-08-29","US","55-64","33","7527.0","285","1","0","0","0.0","493"
"2015-08-29","US","65+","21","3163.0","139","0","0","0","0.0","494"
"2015-12-10","US","45-54","111","14968.0","496","37","3","12","3023.18","2512"
"2015-12-10","US","55-64","73","12301.0","269","26","0","0","0.0","2513"
"2015-12-10","US","65+","32","2923.0","80","17","0","0","0.0","2514"
"2015-08-30","US","25-34","54","4852.0","348","1","0","0","0.0","500"
"2015-08-30","US","35-44","67","19137.0","974","1","4","6","166.48","501"
"2015-08-30","US","45-54","37","7211.0","401","0","0","0","0.0","502"
"2015-08-30","US","55-64","31","6835.0","471","1","2","6","841.77","503"
"2015-08-30","US","65+","23","9853.0","252","1","0","0","0.0","504"
"2015-07-11","CA","25-34","15","2025.0","43","3","0","0","0.0","6686"
"2015-10-01","CA","25-34","40","12456.0","263","12","0","0","0.0","1105"
"2015-10-01","CA","35-44","31","4586.0","118","9","0","0","0.0","1106"
"2015-10-01","CA","45-54","15","1870.0","64","5","0","0","0.0","1107"
"2015-10-01","GB","25-34","10","435.0","24","4","0","0","0.0","1108"
"2015-10-01","GB","35-44","19","1830.0","43","12","0","0","0.0","1109"
"2015-10-01","IT","25-34","11","314.0","44","5","0","0","0.0","1110"
"2015-08-31","CA","25-34","38","6124.0","368","0","0","0","0.0","514"
"2015-08-31","CA","35-44","14","2450.0","137","0","0","0","0.0","515"
"2015-08-31","CA","45-54","12","2542.0","90","0","0","0","0.0","516"
"2015-08-31","US","18-24","24","17445.0","295","1","0","0","0.0","517"
"2015-08-31","US","25-34","162","38247.0","1849","1","1","17","3375.5","518"
"2015-08-31","US","35-44","111","19047.0","1090","2","0","0","0.0","519"
"2015-08-31","US","45-54","99","24468.0","946","0","1","3","657.54","520"
"2015-08-31","US","55-64","59","14485.0","794","1","2","2","790.69","521"
"2015-08-31","US","65+","49","8774.0","320","0","2","4","6002.0","522"
"2015-10-01","US","18-24","14","1473.0","85","2","0","0","0.0","1111"
"2015-09-01","CA","25-34","31","3829.0","233","2","0","0","0.0","533"
"2015-09-01","CA","35-44","17","2006.0","127","1","0","0","0.0","534"
"2015-09-01","CA","45-54","18","2580.0","156","0","0","0","0.0","535"
"2015-09-01","GB","25-34","14","2370.0","77","0","0","0","0.0","536"
"2015-09-01","US","18-24","38","8009.0","227","1","0","0","0.0","537"
"2015-09-01","US","25-34","233","34116.0","2221","1","2","2","790.0","538"
"2015-09-01","US","35-44","174","25216.0","1816","5","2","6","858.48","539"
"2015-09-01","US","45-54","129","26518.0","1214","1","0","0","0.0","540"
"2015-09-01","US","55-64","87","19378.0","992","0","4","6","1071.18","541"
"2015-09-01","US","65+","40","10143.0","421","1","0","0","0.0","542"
"2015-09-02","CA","25-34","34","17087.0","473","0","0","0","0.0","554"
"2015-09-02","CA","35-44","21","1772.0","247","1","0","0","0.0","555"
"2015-09-02","CA","45-54","12","1620.0","80","0","0","0","0.0","556"
"2015-09-02","GB","25-34","12","2520.0","98","0","0","0","0.0","557"
"2015-09-02","GB","35-44","19","1646.0","87","1","0","0","0.0","558"
"2015-09-02","US","18-24","37","17739.0","402","0","0","0","0.0","559"
"2015-09-02","US","25-34","183","36535.0","1607","1","2","2","284.0","560"
"2015-09-02","US","35-44","153","18982.0","1281","1","4","14","3639.95","561"
"2015-09-02","US","45-54","79","21088.0","783","2","0","0","0.0","562"
"2015-09-02","US","55-64","56","7628.0","519","0","0","0","0.0","563"
"2015-09-02","US","65+","29","4063.0","242","0","2","2","400.0","564"
"2015-09-03","CA","25-34","35","9170.0","334","0","0","0","0.0","576"
"2015-09-03","CA","35-44","30","2738.0","232","0","0","0","0.0","577"
"2015-09-03","CA","45-54","15","7681.0","265","0","0","0","0.0","578"
"2015-09-03","GB","25-34","25","2524.0","136","0","0","0","0.0","579"
"2015-09-03","IT","25-34","14","706.0","72","1","0","0","0.0","580"
"2015-09-03","US","18-24","26","7115.0","173","0","0","0","0.0","581"
"2015-09-03","US","25-34","186","32328.0","1625","5","1","1","12.82","582"
"2015-09-03","US","35-44","157","26197.0","1574","3","2","2","106.91","583"
"2015-09-03","US","45-54","115","22618.0","954","2","0","0","0.0","584"
"2015-09-03","US","55-64","77","14386.0","879","1","0","0","0.0","585"
"2015-09-03","US","65+","31","3967.0","279","1","0","0","0.0","586"
"2015-10-01","US","25-34","182","27389.0","782","48","1","2","32.57","1112"
"2015-10-01","US","35-44","195","35591.0","948","55","4","17","501.26","1113"
"2015-10-01","US","45-54","110","16799.0","628","26","0","0","0.0","1114"
"2015-09-04","CA","25-34","21","4856.0","113","1","0","0","0.0","599"
